scenario,gdp_prediction,year,zip_code,total_permits_adjustment,residential_permits_adjustment,commercial_permits_adjustment,retail_permits_adjustment,total_construction_cost_adjustment,residential_construction_cost_adjustment,commercial_construction_cost_adjustment,retail_construction_cost_adjustment,gdp_impact,gdp_impact_pct
neutral,674570.4355439352,2017,60610,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60610,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60610,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60610,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60610,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60610,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60610,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60620,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60620,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60620,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60620,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60620,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60620,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60620,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60620,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60620,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60630,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60630,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60630,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60630,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60630,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60630,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60630,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60630,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60630,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
neutral,640545.6302458871,2015,60633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-94597.33743931202,-12.867883064593254
neutral,654044.8000474063,2016,60633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-81098.16763779277,-11.031618501793295
neutral,674570.4355439352,2017,60633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-60572.532141263946,-8.239558127311387
neutral,707912.1877856536,2018,60633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-27230.77989954548,-3.7041475055238693
neutral,728632.1004720104,2019,60633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6510.867213188671,-0.8856600007601134
neutral,700009.3018125885,2020,60633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-35133.66587261064,-4.77916098187523
neutral,770532.2437087896,2021,60633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35389.27602359047,4.813931109893277
neutral,845183.1179048852,2022,60633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110040.1502196861,14.968537421527394
neutral,894856.8916456371,2023,60633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159713.923960438,21.725559650436633
