feature,importance
median_household_income,0.3975862786169129
middle_class_pct,0.14190970815035256
lower_income_pct,0.13224304032362613
permit_count,0.11189179387853361
consumer_sentiment,0.07929065123901054
treasury_10y,0.03862748069869327
mortgage_30y,0.035211681721545374
housing_starts,0.033305994431234984
house_price_index,0.029933370940090676
