zip_code,year,retail_space,retail_demand,retail_gap,retail_supply
60646,2023,2565.0,949999915.5,949230415.5,769500.0
60646,2024,25100.0,949999915.5,942469915.5,7530000.0
60646,2025,14027.89,949999915.5,945791548.5,4208367.0
60647,2015,1001.5,1489724739.8999999,1489424289.8999999,300450.0
60647,2016,2900.0,1626994274.3999999,1626124274.3999999,870000.0
60647,2017,5911.954444444444,1795090398.3,1795090398.3,1773586.3333333333
60647,2018,1072.5,1928077046.1,1927755296.1,321750.0
60647,2019,5911.954444444444,2061469928.6999998,2061469928.6999998,1773586.3333333333
60647,2020,1050.0,2118313774.1999998,2117998774.1999998,315000.0
60647,2021,625.0,2309560600.7999997,2309373100.7999997,187500.0
60647,2022,15952.42,2507571525.0,2502785799.0,4785726.0
60647,2023,1639.665,2640874271.7,2640382372.2,491899.5
60647,2024,26774.005,2640874271.7,2632842070.2,8032201.5
60647,2025,2192.5,2640874271.7,2640216521.7,657750.0
60649,2015,1870.1,364211425.5,364211425.5,561030.0
60649,2016,1870.1,356037488.4,356037488.4,561030.0
60649,2017,500.0,330889752.9,330739752.9,150000.0
60649,2018,1870.1,417281198.4,417281198.4,561030.0
60649,2019,1870.1,446571597.9,446571597.9,561030.0
60649,2020,1870.1,510343476.0,510343476.0,561030.0
60649,2021,4800.0,558674189.4,557234189.4,1440000.0
60649,2022,1870.1,599640079.8,599640079.8,561030.0
60649,2023,625.0,586715472.0,586527972.0,187500.0
60649,2024,0.5,586715472.0,586715322.0,150.0
60649,2025,3425.0,586715472.0,585687972.0,1027500.0
60651,2015,9212.3495,588465516.6,588465516.6,2763704.85
60651,2016,72769.74,637297296.9,615466374.9,21830922.0
60651,2017,336.25,672991597.1999999,672890722.1999999,100875.0
60651,2018,605.0,722259328.1999999,722077828.1999999,181500.0
60651,2019,137.5,741999258.0,741958008.0,41250.0
60651,2020,300.0,785295795.9,785205795.9,90000.0
60651,2021,425.0,863867478.6,863739978.6,127500.0
60651,2022,1875.0,949708148.4,949145648.4,562500.0
60651,2023,9675.005,1015173598.8,1012271097.3,2902501.4999999995
60651,2024,3500.0,1015173598.8,1014123598.8,1050000.0
60651,2025,2500.0,1015173598.8,1014423598.8,750000.0
60652,2015,1742.475,781905081.6,781905081.6,522742.5
60652,2016,1742.475,837421461.6,837421461.6,522742.5
60652,2017,425.0,859916442.0,859788942.0,127500.0
60652,2018,9.0,901300942.5,901298242.5,2700.0
60652,2019,1742.475,921536938.1999999,921536938.1999999,522742.5
60652,2020,1742.475,904292709.6,904292709.6,522742.5
60652,2021,7753.375,923177853.0,920851840.5,2326012.5
60652,2022,1742.475,966484470.0,966484470.0,522742.5
60652,2023,375.0,976433378.6999999,976320878.6999999,112500.0
60652,2024,150.0,976433378.6999999,976388378.6999999,45000.0
60652,2025,1742.475,976433378.6999999,976433378.6999999,522742.5
60653,2015,1024.82,238618622.7,238618622.7,307446.0
60653,2016,445.0,243790176.0,243656676.0,133500.0
60653,2017,1024.82,271211406.0,271211406.0,307446.0
60653,2018,4550.0,283614020.4,282249020.4,1365000.0
60653,2019,1024.82,309257196.59999996,309257196.59999996,307446.0
60653,2020,150.0,348709636.2,348664636.2,45000.0
60653,2021,50.0,357934414.8,357919414.8,15000.0
60653,2022,878.92,362224051.2,361960375.2,263676.0
60653,2023,75.0,410779656.0,410757156.0,22500.0
60653,2024,1024.82,410779656.0,410779656.0,307446.0
60653,2025,1024.82,410779656.0,410779656.0,307446.0
60654,2015,5860.0,432703704.0,430945704.0,1758000.0
60654,2016,55900.0,487859443.2,471089443.2,16770000.0
60654,2017,13598.405,569642127.6,565562606.1,4079521.5
60654,2018,17108.5,646948609.5,641816059.5,5132550.0
60654,2019,23625.0,735760447.1999999,728672947.1999999,7087500.0
60654,2020,17225.0,799811403.6,794643903.6,5167500.0
60654,2021,17925.0,833300054.4,827922554.4,5377500.0
60654,2022,63237.4,973829857.5,954858637.5,18971220.0
60654,2023,15029.01,1055948337.9,1051439634.9,4508703.0
60654,2024,93651.665,1055948337.9,1027852838.4,28095499.499999996
60654,2025,4649.625,1055948337.9,1054553450.4,1394887.5
60655,2015,2688.3575,744198988.5,744198988.5,806507.25
60655,2016,2688.3575,785508774.6,785508774.6,806507.25
60655,2017,2688.3575,821564798.4,821564798.4,806507.25
60655,2018,1500.0,843139166.4,842689166.4,450000.0
60655,2019,2688.3575,881179379.1,881179379.1,806507.25
60655,2020,2688.3575,826998163.1999999,826998163.1999999,806507.25
60655,2021,447.38,907631693.6999999,907497479.6999999,134214.0
60655,2022,2688.3575,968721600.0,968721600.0,806507.25
60655,2023,8000.0,954248622.6,951848622.6,2400000.0
60655,2024,2688.3575,954248622.6,954248622.6,806507.25
60655,2025,806.05,954248622.6,954006807.6,241815.0
60656,2015,4.0,490430402.4,490429202.4,1200.0
60656,2016,12.5,487395270.59999996,487391520.59999996,3750.0
60656,2017,3100.0,488767560.0,487837560.0,930000.0
60656,2018,11889.3,509651646.29999995,506084856.29999995,3566790.0
60656,2019,1782.5,545510376.0,544975626.0,534750.0
60656,2020,2387.83,599327472.6,599327472.6,716349.0
60656,2021,300.0,645014097.0,644924097.0,90000.0
60656,2022,3250.0,726511968.0,725536968.0,975000.0
60656,2023,1165.0,758366400.0,758016900.0,349500.0
60656,2024,125.0,758366400.0,758328900.0,37500.0
60656,2025,2250.0,758366400.0,757691400.0,675000.0
60657,2015,7.5,1652018635.8,1652016385.8,2250.0
60657,2016,46911.31722222222,1773355048.5,1773355048.5,14073395.166666666
60657,2017,30800.0,1865609077.2,1856369077.2,9240000.0
60657,2018,1503.5,1939634802.0,1939183752.0,451050.0
60657,2019,46911.31722222222,2025985720.1999998,2025985720.1999998,14073395.166666666
60657,2020,14588.68,2003057717.3999999,1998681113.3999999,4376604.0
60657,2021,43515.0,2130008892.3,2116954392.3,13054500.0
60657,2022,29400.0,2251689052.7999997,2242869052.7999997,8820000.0
60657,2023,151605.0,2330998110.0,2285516610.0,45481500.0
60657,2024,78098.795,2330998110.0,2307568471.5,23429638.5
60657,2025,72683.38,2330998110.0,2309193096.0,21805014.0
60659,2015,1835.0,552368611.1999999,552368611.1999999,550500.0
60659,2016,1835.0,602788609.5,602788609.5,550500.0
60659,2017,1835.0,613351460.4,613351460.4,550500.0
60659,2018,1835.0,633059113.1999999,633059113.1999999,550500.0
60659,2019,1835.0,669730099.5,669730099.5,550500.0
60659,2020,1835.0,720870990.3,720870990.3,550500.0
60659,2021,1500.0,748776039.9,748326039.9,450000.0
60659,2022,100.0,820906032.6,820876032.6,30000.0
60659,2023,75.0,882583879.1999999,882561379.1999999,22500.0
60659,2024,6000.0,882583879.1999999,880783879.1999999,1800000.0
60659,2025,1500.0,882583879.1999999,882133879.1999999,450000.0
60660,2015,26856.47,505876568.4,505876568.4,8056941.0
60660,2016,26856.47,545103918.0,545103918.0,8056941.0
60660,2017,3000.0,573496216.8,572596216.8,900000.0
60660,2018,26856.47,638783796.6,638783796.6,8056941.0
60660,2019,26856.47,680365520.4,680365520.4,8056941.0
60660,2020,26856.47,722524744.5,722524744.5,8056941.0
60660,2021,1425.0,756743844.0,756316344.0,427500.0
60660,2022,26856.47,818385126.0,818385126.0,8056941.0
60660,2023,27127.165,849091950.0,840953800.5,8138149.5
60660,2024,26856.47,849091950.0,849091950.0,8056941.0
60660,2025,75873.715,849091950.0,826329835.5,22762114.5
60661,2015,26725.0,263273325.0,255255825.0,8017500.0
60661,2016,184056.89950000003,285416504.09999996,285416504.09999996,55217069.85
60661,2017,5251.8,304623497.4,303047957.4,1575540.0
60661,2018,872202.38,319354161.0,57693447.0,261660714.0
60661,2019,707295.0,372744000.0,160555500.0,212188500.0
60661,2020,3550.0,403700373.0,402635373.0,1065000.0
60661,2021,2500.0,461953379.7,461203379.7,750000.0
60661,2022,185100.0,482675617.2,427145617.2,55530000.0
60661,2023,9454.6,479633338.8,476796958.8,2836380.0
60661,2024,5735.0,479633338.8,477912838.8,1720500.0
60661,2025,22755.215,479633338.8,472806774.3,6826564.5
60707,2015,31847.961058889276,705312103.5,924597310.4131168,9554388.317666782
60707,2016,31847.961058889276,723628608.9,924597310.4131168,9554388.317666782
60707,2017,31847.961058889276,720968850.0,924597310.4131168,9554388.317666782
60707,2018,31847.961058889276,742774657.8,924597310.4131168,9554388.317666782
60707,2019,31847.961058889276,797884132.1999999,924597310.4131168,9554388.317666782
60707,2020,31847.961058889276,824789658.0,924597310.4131168,9554388.317666782
60707,2021,31847.961058889276,848032461.0,924597310.4131168,9554388.317666782
60707,2022,31847.961058889276,935468950.5,924597310.4131168,9554388.317666782
60707,2023,31847.961058889276,1015218948.5999999,924597310.4131168,9554388.317666782
60707,2024,31847.961058889276,1015218948.5999999,924597310.4131168,9554388.317666782
60707,2025,31847.961058889276,1015218948.5999999,924597310.4131168,9554388.317666782
60827,2015,31847.961058889276,267238095.29999998,924597310.4131168,9554388.317666782
60827,2016,31847.961058889276,264858950.39999998,924597310.4131168,9554388.317666782
60827,2017,31847.961058889276,268430054.39999998,924597310.4131168,9554388.317666782
60827,2018,31847.961058889276,273944837.4,924597310.4131168,9554388.317666782
60827,2019,31847.961058889276,276248072.09999996,924597310.4131168,9554388.317666782
60827,2020,31847.961058889276,296396731.8,924597310.4131168,9554388.317666782
60827,2021,31847.961058889276,255946203.0,924597310.4131168,9554388.317666782
60827,2022,31847.961058889276,274546269.0,924597310.4131168,9554388.317666782
60827,2023,31847.961058889276,281083732.8,924597310.4131168,9554388.317666782
60827,2024,31847.961058889276,281083732.8,924597310.4131168,9554388.317666782
60827,2025,31847.961058889276,281083732.8,924597310.4131168,9554388.317666782
