year,total_population,median_household_income,median_home_value,labor_force,state,zip_code,residential_permits,commercial_permits,retail_permits,residential_construction_cost,commercial_construction_cost,retail_construction_cost,reported_cost,total_licenses,unique_businesses,active_licenses,unemployment_rate,real_gdp,per_capita_income,personal_income,unemployment_rate_pct_change,real_gdp_pct_change,per_capita_income_pct_change,personal_income_pct_change,total_population_zoning,median_household_income_zoning,total_housing_units,retail_space,retail_demand,retail_gap,retail_supply,retail_permits_zoning,retail_construction_cost_zoning,retail_business_count,retail_leakage,residential_permits_zoning,commercial_permits_zoning,reported_cost_zoning,total_licenses_zoning,unique_businesses_zoning,active_licenses_zoning,median_home_value_zoning,labor_force_zoning,state_zoning,total_population_property,median_household_income_property,total_housing_units_property,retail_space_property,retail_demand_property,retail_gap_property,retail_supply_property,retail_permits_property,retail_construction_cost_property,retail_business_count_property,retail_leakage_property,residential_permits_property,commercial_permits_property,reported_cost_property,total_licenses_property,unique_businesses_property,active_licenses_property,median_home_value_property,labor_force_property,state_property,total_population_multifamily_permits,median_household_income_multifamily_permits,total_housing_units_multifamily_permits,retail_space_multifamily_permits,retail_demand_multifamily_permits,retail_gap_multifamily_permits,retail_supply_multifamily_permits,retail_permits_multifamily_permits,retail_construction_cost_multifamily_permits,retail_business_count_multifamily_permits,retail_leakage_multifamily_permits,residential_permits_multifamily_permits,commercial_permits_multifamily_permits,reported_cost_multifamily_permits,total_licenses_multifamily_permits,unique_businesses_multifamily_permits,active_licenses_multifamily_permits,median_home_value_multifamily_permits,labor_force_multifamily_permits,state_multifamily_permits,retail_business_count_bizcount,vacancy_rate
2019,71954.0,117138.0,629900.0,48971.0,17.0,60614,6.0,2.0,3.0,1350000.0,498000.0,7925000.0,11625068.0,,,,3.858333333333333,728631.746,63007.0,62232.0,-6.841046277666008,2.9270114277215376,2.747790352565138,2.9938930539695097,,,,39625.0,2528564295.6,2516676795.6,11887500.0,,,0,0.995298715551475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,0.1
2020,72391.0,117251.0,662300.0,48114.0,17.0,60614,3.0,11.0,0.0,30078000.0,38050841.0,0.0,71266880.0,,,,9.816666666666666,700007.944,67184.0,65871.0,154.42764578833695,-3.928431907769226,6.629422127700102,5.847473968376393,,,,0.0,2546375142.2999997,2546375142.2999997,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,0.1
2021,72119.0,123610.0,665800.0,47594.0,17.0,60614,4.0,8.0,2.0,4661500.0,21511067.0,1648266.0,28717440.0,,,,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274,,,,8241.33,2674388877.0,2671916478.0,2472399.0,,,0,0.9990755274891909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,0.1
2022,71701.0,135364.0,730300.0,47897.0,17.0,60614,11.0,14.0,9.0,12507455.0,20401000.0,11799600.0,29499745.0,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378,,,,58998.0,2911720249.2,2894020849.2,17699400.0,,,0,0.9939213253729087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,0.1
2023,70444.0,139561.0,730700.0,47061.0,17.0,60614,5.0,3.0,6.0,78791500.0,79895000.0,81785000.0,86560706.0,370.0,285.0,370.0,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116,,,,408925.0,2949370525.2,2826693025.2,122677500.0,,,0,0.9584055312983502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,0.1
2024,70444.0,139561.0,730700.0,47061.0,17.0,60614,21.0,1.0,6.0,7666140.0,90000.0,5488700.0,12574238.0,577.0,434.0,577.0,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0,,,,27443.5,2949370525.2,2941137475.2,8233050.0,,,0,0.9972085399478786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,0.1
2025,70444.0,139561.0,730700.0,47061.0,17.0,60614,55.0,6.0,16.0,8966429.0,5749500.0,9275560.0,20995189.33,674.0,442.0,674.0,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0,,,,46377.8,2949370525.2,2935457185.2,13913340.0,,,0,0.9952826069559176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,0.1
2015,41210.0,41108.0,231700.0,21560.0,17.0,60615,1.0,0.0,1.0,500000.0,0.0,1000.0,645456.0,,,,6.008333333333333,640542.188,54741.0,54367.0,0.0,0.0,0.0,0.0,,,,5.0,508218204.0,508216704.0,1500.0,,,0,0.9999970485118632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.1
2016,40257.0,40587.0,221100.0,21008.0,17.0,60615,2.0,1.0,1.0,76500.0,65000.0,11500.0,353330.0,,,,5.866666666666667,654041.831,55262.0,55036.0,-2.3578363384188505,2.107533781990334,0.9517546263312582,1.2305258704728983,,,,57.5,490173257.7,490156007.7,17250.0,,,0,0.9999648083616782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.1
2017,40595.0,41679.0,217900.0,21598.0,17.0,60615,2.0,0.0,4.0,90000.0,0.0,86500.0,379100.0,,,,4.9,674568.186,57233.0,56973.0,-16.47727272727273,3.138385654724285,3.5666461583004683,3.5195144996002625,,,,432.5,507587701.5,507457951.5,129750.0,,,0,0.9997443791494227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.1
2018,41563.0,44111.0,238500.0,22965.0,17.0,60615,3.0,1.0,0.0,562000.0,2700.0,0.0,2983114.0,,,,4.141666666666667,707911.107,61322.0,60423.0,-15.476190476190489,4.942854064570423,7.144479583457097,6.055499973671741,,,,0.0,550015647.9,550015647.9,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.1
2019,40590.0,45077.0,231700.0,22764.0,17.0,60615,2.0,0.0,1.0,400300.0,0.0,12000.0,1323735.0,,,,3.858333333333333,728631.746,63007.0,62232.0,-6.841046277666008,2.9270114277215376,2.747790352565138,2.9938930539695097,,,,60.0,548902629.0,548884629.0,18000.0,,,0,0.9999672072986191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.1
2020,41198.0,44658.0,261700.0,23235.0,17.0,60615,1.0,0.0,0.0,100000.0,0.0,0.0,453315.0,,,,9.816666666666666,700007.944,67184.0,65871.0,154.42764578833695,-3.928431907769226,6.629422127700102,5.847473968376393,,,,0.0,551946085.1999999,551946085.1999999,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.1
2021,41767.0,51179.0,272400.0,24379.0,17.0,60615,0.0,1.0,1.0,0.0,111475.0,2400000.0,3126097.0,,,,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274,,,,12000.0,641277987.9,637677987.9,3600000.0,,,0,0.9943862099309085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.1
2022,42780.0,56518.0,306400.0,24623.0,17.0,60615,7.0,0.0,0.0,1281262.0,0.0,0.0,2955778.0,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378,,,,0.0,725352012.0,725352012.0,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.1
2023,42752.0,62105.0,305200.0,24624.0,17.0,60615,10.0,0.0,1.0,773180.0,0.0,25000.0,7179548.0,108.0,88.0,108.0,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116,,,,125.0,796533888.0,796496388.0,37500.0,,,0,0.9999529210237443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.1
2024,42752.0,62105.0,305200.0,24624.0,17.0,60615,14.0,0.0,1.0,2148160.0,0.0,75000.0,6141795.0,269.0,217.0,269.0,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0,,,,375.0,796533888.0,796421388.0,112500.0,,,0,0.9998587630712329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.1
2025,42752.0,62105.0,305200.0,24624.0,17.0,60615,17.0,4.0,1.0,1531087.0,19174150.0,400000.0,21463602.0,66.0,53.0,66.0,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0,,,,2000.0,796533888.0,795933888.0,600000.0,,,0,0.999246736379909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.1
2015,52214.0,42594.0,285600.0,28577.0,17.0,60616,3.0,0.0,1.0,323000.0,0.0,450000.0,2220690.0,,,,6.008333333333333,640542.188,54741.0,54367.0,0.0,0.0,0.0,0.0,,,,2250.0,667200934.8,666525934.8,675000.0,,,0,0.9989883107699746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0.1
2016,52580.0,42776.0,292100.0,28541.0,17.0,60616,2.0,0.0,0.0,187000.0,0.0,0.0,473340.0,,,,5.866666666666667,654041.831,55262.0,55036.0,-2.3578363384188505,2.107533781990334,0.9517546263312582,1.2305258704728983,,,,0.0,674748624.0,674748624.0,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0.1
2017,53331.0,46340.0,294400.0,29258.0,17.0,60616,3.0,1.0,1.0,493000.0,0.0,300000.0,1262504.0,,,,4.9,674568.186,57233.0,56973.0,-16.47727272727273,3.138385654724285,3.5666461583004683,3.5195144996002625,,,,1500.0,741407562.0,740957562.0,450000.0,,,0,0.9993930463849248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0.1
2018,54464.0,45997.0,316000.0,29621.0,17.0,60616,5.0,0.0,1.0,550500.0,0.0,6000.0,1393068.0,,,,4.141666666666667,707911.107,61322.0,60423.0,-15.476190476190489,4.942854064570423,7.144479583457097,6.055499973671741,,,,30.0,751554182.4,751545182.4,9000.0,,,0,0.9999880248154946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0.1
2019,54197.0,52162.0,327900.0,29795.0,17.0,60616,2.0,0.0,1.0,29000.0,0.0,4000.0,865884.0,,,,3.858333333333333,728631.746,63007.0,62232.0,-6.841046277666008,2.9270114277215376,2.747790352565138,2.9938930539695097,,,,20.0,848107174.1999999,848101174.1999999,6000.0,,,0,0.99999292542242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0.1
2020,52557.0,61843.0,343900.0,29487.0,17.0,60616,4.0,0.0,3.0,620000.0,0.0,225500.0,1231463.0,,,,9.816666666666666,700007.944,67184.0,65871.0,154.42764578833695,-3.928431907769226,6.629422127700102,5.847473968376393,,,,1127.5,975084765.3,974746515.3,338250.0,,,0,0.9996531070815203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0.1
2021,53085.0,65489.0,351700.0,30048.0,17.0,60616,4.0,1.0,1.0,1465950.0,110000.0,1700000.0,9684226.0,,,,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274,,,,8500.0,1042945069.5,1040395069.5,2550000.0,,,0,0.9975550006663126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0.1
2022,52707.0,72326.0,391100.0,30026.0,17.0,60616,17.0,3.0,4.0,5842513.0,4160000.0,4120000.0,12935489.0,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378,,,,20600.0,1143625944.6,1137445944.6,6180000.0,,,0,0.9945961351880999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0.1
2023,54456.0,77841.0,387300.0,31321.0,17.0,60616,7.0,1.0,6.0,57615760.0,100000.0,1457000.0,65941682.0,285.0,223.0,285.0,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116,,,,7285.0,1271672848.8,1269487348.8,2185500.0,,,0,0.9982813976078342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0.1
2024,54456.0,77841.0,387300.0,31321.0,17.0,60616,18.0,0.0,6.0,1995483.0,0.0,7070075.0,26658266.0,708.0,540.0,708.0,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0,,,,35350.375,1271672848.8,1261067736.3,10605112.5,,,0,0.9916605025341169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0.1
2025,54456.0,77841.0,387300.0,31321.0,17.0,60616,27.0,2.0,13.0,4394987.0,46200.0,1676530.0,10992563.0,194.0,144.0,194.0,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0,,,,8382.65,1271672848.8,1269158053.8,2514795.0,,,0,0.9980224512913262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0.1
2015,82213.0,37796.0,126900.0,37736.0,17.0,60617,0.0,0.0,2.0,0.0,0.0,26000.0,304588.0,,,,6.008333333333333,640542.188,54741.0,54367.0,0.0,0.0,0.0,0.0,,,,130.0,932196764.4,932157764.4,39000.0,,,0,0.9999581633390188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.1
2016,80002.0,37254.0,124800.0,37254.0,17.0,60617,0.0,0.0,0.0,0.0,0.0,0.0,1359290.0,,,,5.866666666666667,654041.831,55262.0,55036.0,-2.3578363384188505,2.107533781990334,0.9517546263312582,1.2305258704728983,,,,0.0,894118352.4,894118352.4,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.1
2017,81227.0,38417.0,127300.0,37506.0,17.0,60617,2.0,1.0,1.0,472000.0,22000.0,2000.0,593000.0,,,,4.9,674568.186,57233.0,56973.0,-16.47727272727273,3.138385654724285,3.5666461583004683,3.5195144996002625,,,,10.0,936149297.6999999,936146297.6999999,3000.0,,,0,0.9999967953829508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.1
2018,82534.0,40265.0,131500.0,37679.0,17.0,60617,0.0,0.0,0.0,0.0,0.0,0.0,1784154.0,,,,4.141666666666667,707911.107,61322.0,60423.0,-15.476190476190489,4.942854064570423,7.144479583457097,6.055499973671741,,,,0.0,996969453.0,996969453.0,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.1
2019,83553.0,41125.0,133500.0,37844.0,17.0,60617,2.0,1.0,0.0,39000.0,45000.0,0.0,309983.0,,,,3.858333333333333,728631.746,63007.0,62232.0,-6.841046277666008,2.9270114277215376,2.747790352565138,2.9938930539695097,,,,0.0,1030835137.5,1030835137.5,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.1
2020,82101.0,43642.0,137100.0,37538.0,17.0,60617,1.0,0.0,1.0,30000.0,0.0,55000.0,1071193.0,,,,9.816666666666666,700007.944,67184.0,65871.0,154.42764578833695,-3.928431907769226,6.629422127700102,5.847473968376393,,,,275.0,1074915552.6,1074833052.6,82500.0,,,0,0.999923249784785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.1
2021,84193.0,46156.0,144600.0,38830.0,17.0,60617,3.0,0.0,1.0,37308.0,0.0,12000.0,550695.0,,,,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274,,,,60.0,1165803632.3999999,1165785632.3999999,18000.0,,,0,0.9999845600069345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.1
2022,83188.0,51203.0,160800.0,39032.0,17.0,60617,5.0,0.0,1.0,154005.0,0.0,34000.0,1777610.36,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378,,,,170.0,1277842549.2,1277791549.2,51000.0,,,0,0.9999600889796384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.1
2023,79284.0,51237.0,168200.0,36507.0,17.0,60617,4.0,0.0,1.0,67734.0,0.0,20000.0,987889.0,201.0,181.0,201.0,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116,,,,100.0,1218682292.3999999,1218652292.3999999,30000.0,,,0,0.9999753832478021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.1
2024,79284.0,51237.0,168200.0,36507.0,17.0,60617,23.0,1.0,1.0,1601237.0,800000.0,800000.0,2284420.0,552.0,455.0,552.0,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0,,,,4000.0,1218682292.3999999,1217482292.3999999,1200000.0,,,0,0.9990153299120833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.1
2025,79284.0,51237.0,168200.0,36507.0,17.0,60617,48.0,8.0,1.0,534852.19,2000.0,300000.0,3457854.16,93.0,82.0,93.0,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0,,,,1500.0,1218682292.3999999,1218232292.3999999,450000.0,,,0,0.9996307487170313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.1
2015,97324.0,57500.0,320600.0,55998.0,17.0,60618,4.0,0.0,0.0,365000.0,0.0,0.0,1054825.0,,,,6.008333333333333,640542.188,54741.0,54367.0,0.0,0.0,0.0,0.0,,,,0.0,1678839000.0,1678839000.0,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0.1
2016,95632.0,62102.0,335600.0,55568.0,17.0,60618,11.0,0.0,0.0,1290000.0,0.0,0.0,1890860.0,,,,5.866666666666667,654041.831,55262.0,55036.0,-2.3578363384188505,2.107533781990334,0.9517546263312582,1.2305258704728983,,,,0.0,1781681539.2,1781681539.2,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0.1
2017,95218.0,66246.0,355600.0,55715.0,17.0,60618,8.0,1.0,1.0,9481100.0,45000.0,125000.0,10075250.0,,,,4.9,674568.186,57233.0,56973.0,-16.47727272727273,3.138385654724285,3.5666461583004683,3.5195144996002625,,,,625.0,1892343488.3999999,1892155988.3999999,187500.0,,,0,0.9999009165084725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0.1
2018,94395.0,73810.0,386400.0,56232.0,17.0,60618,6.0,0.0,1.0,830150.0,0.0,50000.0,2621350.0,,,,4.141666666666667,707911.107,61322.0,60423.0,-15.476190476190489,4.942854064570423,7.144479583457097,6.055499973671741,,,,250.0,2090188485.0,2090113485.0,75000.0,,,0,0.9999641180685196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0.1
2019,94907.0,78704.0,407400.0,57263.0,17.0,60618,6.0,0.0,0.0,537150.0,0.0,0.0,1505411.0,,,,3.858333333333333,728631.746,63007.0,62232.0,-6.841046277666008,2.9270114277215376,2.747790352565138,2.9938930539695097,,,,0.0,2240868158.4,2240868158.4,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0.1
2020,94646.0,85443.0,434300.0,58249.0,17.0,60618,4.0,0.0,0.0,675000.0,0.0,0.0,839262.0,,,,9.816666666666666,700007.944,67184.0,65871.0,154.42764578833695,-3.928431907769226,6.629422127700102,5.847473968376393,,,,0.0,2426051453.4,2426051453.4,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0.1
2021,95078.0,91650.0,452000.0,58940.0,17.0,60618,9.0,2.0,1.0,1911677.0,4572000.0,4500000.0,7470599.0,,,,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274,,,,22500.0,2614169610.0,2607419610.0,6750000.0,,,0,0.997417918112819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0.1
2022,92235.0,100976.0,502700.0,58062.0,17.0,60618,10.0,1.0,2.0,956774.0,900000.0,135000.0,4703836.0,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378,,,,675.0,2794056408.0,2793853908.0,202500.0,,,0,0.999927524727339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0.1
2023,91896.0,101558.0,538300.0,57375.0,17.0,60618,11.0,3.0,3.0,1796930.0,17375000.0,314250.0,22168221.0,423.0,350.0,423.0,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116,,,,1571.25,2799832190.4,2799360815.4,471375.0,,,0,0.9998316416956644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0.1
2024,91896.0,101558.0,538300.0,57375.0,17.0,60618,14.0,1.0,4.0,2467795.0,1829388.0,2184388.0,5625559.0,1048.0,782.0,1048.0,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0,,,,10921.94,2799832190.4,2796555608.4,3276582.0,,,0,0.9988297220057564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0.1
2025,91896.0,101558.0,538300.0,57375.0,17.0,60618,51.0,4.0,9.0,3947348.0,4650000.0,6188000.0,16217907.33,333.0,262.0,333.0,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0,,,,30940.0,2799832190.4,2790550190.4,9282000.0,,,0,0.9966848013135123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,0.1
2015,63411.0,32239.0,141400.0,29482.0,17.0,60619,1.0,1.0,1.0,30000.0,100000.0,100000.0,281800.0,,,,6.008333333333333,640542.188,54741.0,54367.0,0.0,0.0,0.0,0.0,,,,500.0,613292168.6999999,613142168.6999999,150000.0,,,0,0.9997554183672067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.1
2016,62822.0,32024.0,145700.0,29207.0,17.0,60619,0.0,2.0,0.0,0.0,2620000.0,0.0,2810000.0,,,,5.866666666666667,654041.831,55262.0,55036.0,-2.3578363384188505,2.107533781990334,0.9517546263312582,1.2305258704728983,,,,0.0,603543518.4,603543518.4,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.1
2017,62992.0,32558.0,151900.0,29573.0,17.0,60619,2.0,0.0,5.0,120000.0,0.0,323900.0,1003929.0,,,,4.9,674568.186,57233.0,56973.0,-16.47727272727273,3.138385654724285,3.5666461583004683,3.5195144996002625,,,,1619.5,615268060.8,614782210.8,485850.0,,,0,0.9992103441882416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.1
2018,61258.0,33454.0,156100.0,28626.0,17.0,60619,3.0,0.0,0.0,178900.0,0.0,0.0,575131.0,,,,4.141666666666667,707911.107,61322.0,60423.0,-15.476190476190489,4.942854064570423,7.144479583457097,6.055499973671741,,,,0.0,614797539.6,614797539.6,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.1
2019,61207.0,35629.0,161100.0,29275.0,17.0,60619,0.0,0.0,2.0,0.0,0.0,65000.0,586961.0,,,,3.858333333333333,728631.746,63007.0,62232.0,-6.841046277666008,2.9270114277215376,2.747790352565138,2.9938930539695097,,,,325.0,654223260.9,654125760.9,97500.0,,,0,0.9998509683072627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.1
2020,61372.0,40762.0,167000.0,29474.0,17.0,60619,2.0,0.0,0.0,200000.0,0.0,0.0,683028.0,,,,9.816666666666666,700007.944,67184.0,65871.0,154.42764578833695,-3.928431907769226,6.629422127700102,5.847473968376393,,,,0.0,750493639.1999999,750493639.1999999,0.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.1
2021,63481.0,43329.0,172200.0,30933.0,17.0,60619,3.0,0.0,2.0,220805.0,0.0,195000.0,2898299.0,,,,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274,,,,975.0,825170474.6999999,824877974.6999999,292500.0,,,0,0.9996455277921736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.1
2022,60443.0,42802.0,196600.0,28697.0,17.0,60619,4.0,0.0,2.0,123287.0,0.0,2400000.0,3251009.0,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378,,,,12000.0,776124385.8,772524385.8,3600000.0,,,0,0.9953615682410375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.1
2023,59892.0,43403.0,213000.0,29150.0,17.0,60619,0.0,0.0,1.0,0.0,0.0,40000.0,1181382.0,179.0,163.0,179.0,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116,,,,200.0,779847742.8,779787742.8,60000.0,,,0,0.9999230619046423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.1
2024,59892.0,43403.0,213000.0,29150.0,17.0,60619,12.0,1.0,2.0,835357.0,250000.0,600000.0,2856608.0,471.0,395.0,471.0,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0,,,,3000.0,779847742.8,778947742.8,900000.0,,,0,0.9988459285696352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.1
