year,total_population,median_household_income,median_home_value,labor_force,state,zip_code
2021,11073.0,139063.0,382900.0,8957.0,17.0,60661.0
2022,11513.0,139748.0,404700.0,9739.0,17.0,60661.0
2023,11516.0,138831.0,397700.0,9556.0,17.0,60661.0
2024,11516.0,138831.0,397700.0,9556.0,17.0,60661.0
2025,11516.0,138831.0,397700.0,9556.0,17.0,60661.0
2015,47725.88244514107,71744.26018808778,-5962376.482758621,26009.771159874606,,00nan
2016,47725.88244514107,71744.26018808778,-5962376.482758621,26009.771159874606,,00nan
2017,47725.88244514107,71744.26018808778,-5962376.482758621,26009.771159874606,,00nan
2018,47725.88244514107,71744.26018808778,-5962376.482758621,26009.771159874606,,00nan
2019,47725.88244514107,71744.26018808778,-5962376.482758621,26009.771159874606,,00nan
2020,47725.88244514107,71744.26018808778,-5962376.482758621,26009.771159874606,,00nan
2021,47725.88244514107,71744.26018808778,-5962376.482758621,26009.771159874606,,00nan
2022,47725.88244514107,71744.26018808778,-5962376.482758621,26009.771159874606,,00nan
2023,47725.88244514107,71744.26018808778,-5962376.482758621,26009.771159874606,,00nan
2024,47725.88244514107,71744.26018808778,-5962376.482758621,26009.771159874606,,00nan
2025,47725.88244514107,71744.26018808778,-5962376.482758621,26009.771159874606,,00nan
2015,43005.0,54669.0,215500.0,22516.0,17.0,60707.0
2016,43451.0,55513.0,219400.0,22687.0,17.0,60707.0
2017,43250.0,55566.0,234900.0,22861.0,17.0,60707.0
2018,43019.0,57554.0,248400.0,22987.0,17.0,60707.0
2019,43093.0,61718.0,265500.0,23340.0,17.0,60707.0
2020,42434.0,64790.0,267000.0,23282.0,17.0,60707.0
2021,41309.0,68430.0,277400.0,22243.0,17.0,60707.0
2022,40845.0,76343.0,308700.0,21812.0,17.0,60707.0
2023,40897.0,82746.0,315300.0,21442.0,17.0,60707.0
2024,40897.0,82746.0,315300.0,21442.0,17.0,60707.0
2025,40897.0,82746.0,315300.0,21442.0,17.0,60707.0
2015,28677.0,31063.0,90600.0,12853.0,17.0,60827.0
2016,28864.0,30587.0,89700.0,12831.0,17.0,60827.0
2017,28856.0,31008.0,89600.0,13070.0,17.0,60827.0
2018,28577.0,31954.0,89200.0,13178.0,17.0,60827.0
2019,28483.0,32329.0,87600.0,12967.0,17.0,60827.0
2020,28327.0,34878.0,94300.0,12905.0,17.0,60827.0
2021,26010.0,32801.0,99400.0,11358.0,17.0,60827.0
2022,25538.0,35835.0,112900.0,10774.0,17.0,60827.0
2023,24887.0,37648.0,123800.0,10351.0,17.0,60827.0
2024,24887.0,37648.0,123800.0,10351.0,17.0,60827.0
2025,24887.0,37648.0,123800.0,10351.0,17.0,60827.0
