zip_code,year,residential_permits,commercial_permits,retail_permits,residential_construction_cost,commercial_construction_cost,retail_construction_cost,reported_cost
60638,2006,20,0,5,868650.0,0.0,19800.0,7381552.4
60638,2007,18,1,6,6204071.0,1300000.0,1327000.0,13083927.65
60638,2008,0,1,0,0.0,28000.0,0.0,455170.0
60638,2009,0,0,1,0.0,0.0,0.01,101770.01
60638,2010,0,0,1,0.0,0.0,18000.0,348350.0
60638,2011,1,0,1,5000.0,0.0,3500.0,8770.0
60638,2012,1,0,0,15000.0,0.0,0.0,21500.0
60638,2013,0,0,0,0.0,0.0,0.0,4800.0
60638,2014,0,0,2,0.0,0.0,118800.0,145200.0
60638,2015,1,0,0,500000.0,0.0,0.0,510905.0
60638,2016,1,0,1,1.0,0.0,1.0,752534.0
60638,2017,2,0,1,82000.0,0.0,12000.0,401500.0
60638,2018,2,0,1,102300.0,0.0,2300.0,170801.0
60638,2019,2,0,0,730000.0,0.0,0.0,1854900.0
60638,2020,6,1,0,1227000.0,25000.0,0.0,1374105.16
60638,2021,3,0,0,815000.0,0.0,0.0,1622827.0
60638,2022,9,0,0,2230254.0,0.0,0.0,4622756.0
60638,2023,1,0,0,350000.0,0.0,0.0,1161375.0
60638,2024,11,0,0,2929040.0,0.0,0.0,4458957.0
60638,2025,32,1,3,1842611.0,2500.0,22381.0,7056802.0
60639,2006,38,1,39,434430.0,10500.0,186400.0,6350666.01
60639,2007,38,2,58,2155575.0,400000.0,322700.0,7030802.0
60639,2008,5,0,11,442500.0,0.0,35450.0,759760.0
60639,2009,1,0,1,2600.0,0.0,40000.0,145930.0
60639,2010,0,1,0,0.0,8700.0,0.0,57900.0
60639,2011,0,0,0,0.0,0.0,0.0,90500.0
60639,2012,0,0,0,0.0,0.0,0.0,137500.0
60639,2013,0,0,0,0.0,0.0,0.0,28264.0
60639,2014,0,0,0,0.0,0.0,0.0,128929.16
60639,2015,3,0,1,100500.0,0.0,68700.0,121056.0
60639,2016,0,0,1,0.0,0.0,3500.0,75345.05
60639,2017,4,0,0,491000.0,0.0,0.0,611938.0
60639,2018,4,1,0,292800.0,150000.0,0.0,433501.0
60639,2019,1,0,3,350000.0,0.0,20000.0,843235.0
60639,2020,2,0,1,3370000.0,0.0,8000.0,3962501.0
60639,2021,3,1,0,2650000.0,1500.0,0.0,3271095.14
60639,2022,2,1,1,203600.0,250000.0,1900000.0,2857012.0
60639,2023,2,0,1,55000.0,0.0,18000.0,1312643.0
60639,2024,10,1,2,260059.0,9000.0,18000.0,1338441.9
60639,2025,23,1,10,429133.0,75000.0,360000.0,4176493.94
60640,2006,39,9,13,10044401.0,1470765.0,1975000.0,29778489.0
60640,2007,28,9,9,5602400.0,1202661.0,1645794.0,23588461.0
60640,2008,5,1,1,103935000.0,750000.0,100000.0,105214000.0
60640,2009,1,0,2,30000.0,0.0,150010.0,445011.0
60640,2010,0,0,0,0.0,0.0,0.0,116750.0
60640,2011,3,2,1,557000.0,550000.0,975000.0,1576000.0
60640,2012,1,0,1,100000.0,0.0,27000.0,585000.0
60640,2013,0,0,0,0.0,0.0,0.0,761000.0
60640,2014,1,2,1,100000.0,250000.0,70000.0,1218051.0
60640,2015,2,0,1,240000.0,0.0,150000.0,290001.0
60640,2016,1,0,1,15000.0,0.0,15000.0,44001.0
60640,2017,1,1,3,821610.0,2500000.0,177612.0,3902606.0
60640,2018,3,0,3,1925000.0,0.0,500000.0,2737503.0
60640,2019,1,0,0,200000.0,0.0,0.0,1050700.0
60640,2020,2,0,0,95000.0,0.0,0.0,471500.0
60640,2021,8,0,2,2454060.0,0.0,300700.0,3022760.0
60640,2022,4,3,4,51902442.0,2390418.0,21260000.0,56819270.0
60640,2023,10,1,2,8918000.0,80000.0,330000.0,10827500.0
60640,2024,14,3,2,2411151.0,4700000.0,1100000.0,14305125.0
60640,2025,28,3,7,9870210.0,1744556.0,9324000.0,42160529.0
60641,2006,114,12,32,45631670.0,27071831.0,3779815.0,68343388.0
60641,2007,28,6,19,6564839.0,1725942.0,458087.0,23112009.21
60641,2008,2,3,2,775000.0,1663321.0,75000.0,3809966.01
60641,2009,2,1,5,112000.0,12000.0,138000.0,371740.0
60641,2010,0,1,1,0.0,400000.0,25000.0,7566730.0
60641,2011,0,0,0,0.0,0.0,0.0,516887.0
60641,2012,2,3,1,15212.0,164600.0,3400.0,522402.0
60641,2013,2,1,2,103250.0,1.0,560000.0,2255758.0
60641,2014,1,0,0,35000.0,0.0,0.0,578044.0
60641,2015,1,0,1,1500.0,0.0,200000.0,4061349.0
60641,2016,2,0,1,145000.0,0.0,25000.0,275930.0
60641,2017,5,0,2,513000.0,0.0,88500.0,2352502.0
60641,2018,1,1,0,100000.0,0.0,0.0,518827.0
60641,2019,3,1,2,50000.0,3000.0,74603.0,2234199.0
60641,2020,7,0,1,740000.0,0.0,300000.0,2388164.0
60641,2021,3,3,4,275001.0,435000.0,4975000.0,5584202.0
60641,2022,6,0,1,1380000.0,0.0,500000.0,3339301.0
60641,2023,5,4,5,383000.0,11250800.0,1515495.0,22206701.0
60641,2024,10,3,4,1625746.0,4424000.0,1933800.0,10660017.33
60641,2025,35,3,14,2670039.92,1430000.0,15884850.0,34857657.35
60642,2006,12,11,10,11007340.0,1557000.0,2679000.0,28923989.0
60642,2007,9,16,8,467000.0,3618514.0,3143600.0,28990630.89
60642,2008,2,3,0,720000.0,1355000.0,0.0,3449572.0
60642,2009,2,0,0,2.0,0.0,0.0,28632277.0
60642,2010,1,0,1,1.0,0.0,9100.0,108848.0
60642,2011,0,2,2,0.0,70000.0,117000.0,679621.0
60642,2012,0,0,2,0.0,0.0,24900.0,103652.0
60642,2013,0,3,1,0.0,715000.0,1200.0,1519221.0
60642,2014,3,0,3,1005000.0,0.0,157501.0,2044552.0
60642,2015,6,0,3,70834950.0,0.0,328485.0,72194473.0
60642,2016,1,0,3,400000.0,0.0,459650.0,8430351.0
60642,2017,6,1,6,71590000.0,464000.0,63125001.0,73299803.0
60642,2018,5,1,3,6453000.0,0.0,503000.0,6696651.0
60642,2019,8,3,4,3905002.0,3726000.0,3756500.0,4589632.0
60642,2020,1,0,3,200000.0,0.0,1456675.0,3448739.0
60642,2021,10,1,5,2972125.0,250000.0,4157625.0,15394496.0
60642,2022,14,9,4,37803916.0,36233888.0,2350388.0,45122390.0
60642,2023,13,5,7,9030464.0,3895100.0,21580000.0,30001912.0
60642,2024,9,1,6,2363800.0,1000000.0,1450000.0,24090194.0
60642,2025,26,4,8,37069526.0,1468899.0,2526796.0,46853385.0
60643,2006,27,22,6,26989040.0,13300899.0,665440.0,80265575.27000001
60643,2007,22,25,8,3042300.0,7964000.0,421000.0,25065081.0
60643,2008,2,1,2,462500.0,20000.0,13000.0,955686.0
60643,2009,0,0,1,0.0,0.0,185000.0,247589.0
60643,2010,1,0,0,1750.0,0.0,0.0,59950.0
60643,2011,0,0,0,0.0,0.0,0.0,373151.0
60643,2012,0,0,0,0.0,0.0,0.0,92033.0
60643,2013,0,0,0,0.0,0.0,0.0,32300.0
60643,2014,0,0,0,0.0,0.0,0.0,44100.0
60643,2015,1,0,0,40000.0,0.0,0.0,473390.0
60643,2016,1,0,0,300.0,0.0,0.0,21531950.0
60643,2017,0,0,0,0.0,0.0,0.0,364060.0
60643,2018,2,0,2,60000.0,0.0,85000.0,337850.0
60643,2019,2,0,0,160000.0,0.0,0.0,770606.0
60643,2020,3,1,0,350000.0,250000.0,0.0,915456.83
60643,2021,4,0,0,187500.0,0.0,0.0,1153070.27
60643,2022,5,2,5,284067.0,370344.0,430900.0,1871133.0
60643,2023,9,1,3,472538.0,1100000.0,1315001.0,5002605.0
60643,2024,19,1,2,860341.0,14000.0,202500.0,2111698.48
60643,2025,42,0,1,531457.0,0.0,20000.0,2214369.8
60644,2006,9,1,2,241000.0,1000.0,9010.0,2187943.0
60644,2007,11,1,3,1068200.0,1500.0,16500.0,6700283.5
60644,2008,0,0,0,0.0,0.0,0.0,273001.0
60644,2009,0,0,1,0.0,0.0,200000.0,219668.0
60644,2010,0,0,0,0.0,0.0,0.0,1019803.0
60644,2011,0,1,1,0.0,375000.0,375000.0,932251.0
60644,2012,0,0,0,0.0,0.0,0.0,60001.0
60644,2013,0,0,0,0.0,0.0,0.0,10000.0
60644,2014,0,1,0,0.0,8000.0,0.0,44127.0
60644,2015,0,0,0,0.0,0.0,0.0,14500.0
60644,2016,4,0,0,225000.0,0.0,0.0,350000.0
60644,2017,1,0,1,140000.0,0.0,20000.0,270300.0
60644,2018,3,0,0,302000.0,0.0,0.0,426800.0
60644,2019,0,0,0,0.0,0.0,0.0,222810.0
60644,2020,0,0,0,0.0,0.0,0.0,400897.0
60644,2021,3,1,1,223500.0,200000.0,45000.0,737662.0
60644,2022,0,0,0,0.0,0.0,0.0,784447.0
60644,2023,2,0,2,186400.0,0.0,21400.0,1383814.0
60644,2024,12,0,1,402500.0,0.0,2000.0,4156755.0
60644,2025,18,0,1,680400.0,0.0,18500.0,5863072.0
60645,2006,22,3,17,6281767.0,720000.0,14605667.0,36495156.0
60645,2007,10,1,11,3580600.0,600000.0,14727800.0,36062647.32
60645,2008,2,0,0,250001.0,0.0,0.0,1145101.0
60645,2009,0,0,1,0.0,0.0,50000.0,941800.0
60645,2010,1,0,0,5000.0,0.0,0.0,2204100.0
60645,2011,0,1,1,0.0,65000.0,65000.0,923300.0
60645,2012,0,0,0,0.0,0.0,0.0,106000.0
60645,2013,1,0,1,250000.0,0.0,250000.0,978180.0
60645,2014,1,0,0,150000.0,0.0,0.0,750000.0
60645,2015,0,0,0,0.0,0.0,0.0,479901.0
60645,2016,1,0,0,5000.0,0.0,0.0,121451.0
60645,2017,2,0,1,210000.0,0.0,65000.0,451948.0
60645,2018,0,0,1,0.0,0.0,3000.0,206000.0
60645,2019,0,0,0,0.0,0.0,0.0,829535.0
60645,2020,1,0,0,300000.0,0.0,0.0,888259.0
60645,2021,3,0,2,281306.0,0.0,140000.0,746032.0
60645,2022,3,0,1,102207.0,0.0,110000.0,2183692.0
60645,2023,1,0,0,150000.0,0.0,0.0,796916.0
60645,2024,7,0,1,450530.0,0.0,5000.0,1141669.0
60645,2025,18,1,6,3888065.0,300000.0,707844.0,6980296.0
60646,2006,22,13,20,4604200.0,3606000.0,4589000.0,23891544.55
60646,2007,16,10,12,4171125.0,3234000.0,2654500.0,22931695.0
60646,2008,1,0,1,185000.0,0.0,180000.0,1255400.0
60646,2009,2,1,0,60000.0,25000.0,0.0,186932.0
60646,2010,2,0,0,305000.0,0.0,0.0,553061.0
60646,2011,1,0,2,2000.0,0.0,190000.0,3268100.0
60646,2012,0,0,1,0.0,0.0,480000.0,565550.0
60646,2013,2,0,0,120000.0,0.0,0.0,428586.0
60646,2014,1,1,0,80000.0,230000.0,0.0,399750.0
60646,2015,1,0,0,75000.0,0.0,0.0,535000.0
60646,2016,0,1,4,0.0,115000.0,570000.0,627350.0
60646,2017,1,0,0,30000.0,0.0,0.0,231900.0
60646,2018,0,0,1,0.0,0.0,117003.0,328021.0
60646,2019,1,0,0,18500.0,0.0,0.0,218767.0
60646,2020,1,1,1,3250000.0,975000.0,170000.0,4791085.0
60646,2021,0,0,1,0.0,0.0,214800.0,726344.0
60646,2022,4,8,7,1003500.0,2682500.0,601500.0,6883639.0
60646,2023,6,3,3,621289.0,1319000.0,513000.0,5799728.0
60646,2024,11,5,6,633484.0,5147000.0,5020000.0,7766194.0
60646,2025,25,4,12,1320905.0,947078.0,2805578.0,10142063.0
60647,2006,91,9,47,54237750.0,9018950.0,7459623.0,97956345.25
60647,2007,69,11,32,12779956.0,1823174.0,2618400.0,48594642.0
60647,2008,7,2,3,1411000.0,1820800.0,805005.0,6272200.0
60647,2009,2,1,1,245000.0,500000.0,80000.0,1329921.0
60647,2010,3,1,3,14801.0,1.0,13000.0,615801.0
60647,2011,3,3,0,9075000.0,8900000.0,0.0,9402501.0
60647,2012,3,1,1,375000.0,50000.0,50000.0,1111326.0
60647,2013,2,0,1,15272500.0,0.0,75000.0,18705551.0
60647,2014,4,0,0,965000.0,0.0,0.0,2392400.0
60647,2015,1,1,5,125000.0,50000.0,200300.0,1200800.0
60647,2016,8,1,4,2360011.0,15000.0,580000.0,3373386.0
60647,2017,6,0,0,505000.0,0.0,0.0,767001.0
60647,2018,13,0,5,2098441.0,0.0,214500.0,3553641.0
60647,2019,13,1,0,9589400.0,1200000.0,0.0,12864198.0
60647,2020,10,0,3,1895000.0,0.0,210000.0,4422541.0
60647,2021,6,0,1,2280000.0,0.0,125000.0,4071110.0
60647,2022,16,3,9,3446601.0,633233.0,3190484.0,8157246.0
60647,2023,15,0,3,49713024.0,0.0,327933.0,54994183.0
60647,2024,21,3,5,4291289.0,1252000.0,5354801.0,12633114.0
60647,2025,49,4,5,34918477.0,1295000.0,438500.0,56606519.0
60648,2006,0,0,0,0.0,0.0,0.0,56000.0
60648,2007,1,0,0,5000.0,0.0,0.0,16700.0
60648,2008,0,0,0,0.0,0.0,0.0,42000.0
60648,2009,0,0,0,0.0,0.0,0.0,2359402.0
60648,2011,0,0,0,0.0,0.0,0.0,1800.0
60648,2013,0,0,0,0.0,0.0,0.0,2000.0
60648,2017,0,0,0,0.0,0.0,0.0,150.0
60648,2018,2,0,0,74000.0,0.0,0.0,94830.0
60648,2019,0,0,0,0.0,0.0,0.0,43328.0
60648,2020,0,0,0,0.0,0.0,0.0,95219.0
60648,2021,1,0,0,45000.0,0.0,0.0,872701759.0
60648,2022,0,0,1,0.0,0.0,154950.0,463602.0
60648,2023,0,0,0,0.0,0.0,0.0,245334.0
60648,2024,1,0,0,3000.0,0.0,0.0,37236.0
60648,2025,3,0,0,277695.0,0.0,0.0,934695.0
60649,2006,16,0,1,301800.0,0.0,600000.0,3523451.0
60649,2007,12,0,3,1350100.0,0.0,242000.0,3174092.75
60649,2008,3,0,0,195000.0,0.0,0.0,1014050.0
60649,2009,1,0,1,10000.0,0.0,200000.0,244200.0
60649,2010,0,0,0,0.0,0.0,0.0,97300.0
60649,2011,1,0,0,25500.0,0.0,0.0,106501.0
60649,2013,0,0,0,0.0,0.0,0.0,21001.0
60649,2014,0,0,0,0.0,0.0,0.0,11900.0
60649,2015,0,0,0,0.0,0.0,0.0,18251.0
60649,2016,1,0,0,50000.0,0.0,0.0,164912.0
60649,2017,1,1,1,100000.0,100000.0,100000.0,435479.0
60649,2018,1,0,0,150000.0,0.0,0.0,954451.0
60649,2019,3,0,0,142000.0,0.0,0.0,471565.0
60649,2020,2,0,0,49800.0,0.0,0.0,395219.0
60649,2021,2,0,5,75001.0,0.0,960000.0,2814953.0
60649,2022,11,0,0,803744.0,0.0,0.0,625099160.0
60649,2023,10,0,1,380656.0,0.0,125000.0,1536847.0
60649,2024,12,0,1,232078.0,0.0,100.0,1186981.0
60649,2025,27,0,2,1650156.0,0.0,685000.0,3879514.0
60650,2006,0,0,0,0.0,0.0,0.0,38800.0
60650,2007,0,0,0,0.0,0.0,0.0,17500.0
60650,2009,0,0,0,0.0,0.0,0.0,1200.0
60650,2010,0,0,0,0.0,0.0,0.0,3000.0
60650,2015,0,0,0,0.0,0.0,0.0,1700.0
60650,2016,0,0,0,0.0,0.0,0.0,50000.0
60650,2017,1,0,0,40000.0,0.0,0.0,41050.0
60650,2018,0,0,1,0.0,0.0,150000.0,260000.0
60650,2019,0,0,0,0.0,0.0,0.0,18440.0
60650,2020,0,0,0,0.0,0.0,0.0,52255.0
60650,2021,0,0,0,0.0,0.0,0.0,9576.0
60650,2022,0,0,0,0.0,0.0,0.0,56790.0
60650,2023,0,0,0,0.0,0.0,0.0,356308.0
60650,2024,1,2,2,22000.0,2275000.0,2275000.0,2297000.0
60650,2025,3,1,4,1200000.0,0.0,2330000.0,3585000.0
60651,2006,25,0,10,624440.0,0.0,2493642.0,8462680.13
60651,2007,15,1,7,964335.0,18000.0,416000.0,6833895.5
60651,2008,3,0,1,554500.0,0.0,4500.0,1017891.0
60651,2009,0,1,1,0.0,700000.0,63000.0,1098351.0
60651,2010,0,0,1,0.0,0.0,100000.0,367700.0
60651,2011,1,0,0,30000.0,0.0,0.0,610200.0
60651,2012,0,0,1,0.0,0.0,10000.0,351251.0
60651,2013,0,0,0,0.0,0.0,0.0,447951.0
60651,2014,0,0,0,0.0,0.0,0.0,420100.0
60651,2015,0,0,0,0.0,0.0,0.0,434501.0
60651,2016,0,0,2,0.0,0.0,14553948.0,25092298.0
60651,2017,3,0,2,243000.0,0.0,67250.0,738075.0
60651,2018,4,0,1,190500.0,0.0,121000.0,514525.0
60651,2019,2,0,1,153000.0,0.0,27500.0,351498.0
60651,2020,0,0,1,0.0,0.0,60000.0,170511.0
60651,2021,2,1,1,123200.0,85000.0,85000.0,384872.0
60651,2022,2,0,2,375000.0,0.0,375000.0,825964.0
60651,2023,1,1,3,2000000.0,2000000.0,1935001.0,4537557.0
60651,2024,9,0,1,854182.0,0.0,700000.0,2706355.0
60651,2025,33,6,1,3673757.0,2635233.0,500000.0,5606889.5600000005
60652,2006,2,1,0,3000.0,18000.0,0.0,1710031.0
60652,2007,3,0,0,43150.0,0.0,0.0,862012.85
60652,2008,1,0,1,175000.0,0.0,175000.0,321950.0
60652,2009,1,0,1,1500.0,0.0,200000.0,202250.0
60652,2010,0,0,0,0.0,0.0,0.0,3250.0
60652,2011,0,0,0,0.0,0.0,0.0,5900.0
60652,2012,1,0,0,5000.0,0.0,0.0,5500.0
60652,2013,1,0,0,100000.0,0.0,0.0,100000.0
60652,2014,0,0,0,0.0,0.0,0.0,1763000.0
60652,2015,0,0,0,0.0,0.0,0.0,18000.0
60652,2016,1,0,0,10000.0,0.0,0.0,62000.0
60652,2017,2,0,2,10001.0,0.0,85000.0,104301.0
60652,2018,0,0,1,0.0,0.0,1800.0,46295.0
60652,2019,1,0,0,0.0,0.0,0.0,87949.0
60652,2020,1,0,0,20000.0,0.0,0.0,180917.0
60652,2021,0,0,1,0.0,0.0,1550675.0,2256529.0
60652,2022,0,0,0,0.0,0.0,0.0,247379980.0
60652,2023,0,2,1,0.0,4822000.0,75000.0,5295530.0
60652,2024,4,0,1,146310.0,0.0,30000.0,613729.0
60652,2025,22,0,0,426619.0,0.0,0.0,1410338.68
60653,2006,8,0,0,497800.0,0.0,0.0,10165275.0
60653,2007,6,1,3,837000.0,60000.0,145000.0,2930181.01
60653,2008,1,0,1,90000.0,0.0,30000.0,1188320.0
60653,2009,1,0,1,250000.0,0.0,200000.0,1342900.0
60653,2010,2,0,0,750000.0,0.0,0.0,760000.0
60653,2011,2,0,1,500000.0,0.0,2500.0,694102.0
60653,2012,0,0,0,0.0,0.0,0.0,52600.0
60653,2013,0,1,0,0.0,200000.0,0.0,281100.0
60653,2014,2,0,0,300000.0,0.0,0.0,367175.0
60653,2015,4,0,0,760000.0,0.0,0.0,762500.0
60653,2016,1,0,3,800.0,0.0,89000.0,864300.0
60653,2017,0,0,0,0.0,0.0,0.0,283600.0
60653,2018,2,0,2,583000.0,0.0,910000.0,1506126.0
60653,2019,6,0,0,1403000.0,0.0,0.0,1606663.0
60653,2020,2,1,1,123000.0,30000.0,30000.0,481760.0
60653,2021,1,0,1,10000.0,0.0,10000.0,1301625.0
60653,2022,7,0,3,496404.0,0.0,175784.0,1435322.0
60653,2023,3,0,1,810004.0,0.0,15000.0,2247692.0
60653,2024,11,0,0,474699.0,0.0,0.0,1186813.0
60653,2025,10,0,0,1449633.0,0.0,0.0,4028314.0
60654,2006,16,25,24,29814750.0,3528647.0,4546526.0,52031253.0
60654,2007,21,12,18,5808163.0,2999600.0,1820250.0,19018079.0
60654,2008,7,0,2,1195000.0,0.0,175000.0,5940250.0
60654,2009,1,2,0,600000.0,864000.0,0.0,2560001.0
60654,2010,1,1,1,1.0,230000.0,6500.0,301201.0
60654,2011,0,4,2,0.0,2752000.0,3869000.0,9961720.0
60654,2012,0,0,2,0.0,0.0,14700000.0,79870603.0
60654,2013,0,5,2,0.0,2559599.0,152000.0,8039899.0
60654,2014,2,4,1,215000.0,1812000.0,50000.0,3014501.0
60654,2015,3,3,3,68250000.0,2334000.0,1172000.0,77480902.0
60654,2016,8,8,7,251580000.0,9691980.0,11180000.0,367111462.0
60654,2017,2,8,4,50300000.0,2450000.0,2719681.0,103062464.0
60654,2018,2,3,4,26600000.0,314000.0,3421700.0,32605700.0
60654,2019,3,3,4,22160000.0,1480000.0,4725000.0,31720442.0
60654,2020,2,4,5,350000.0,3400000.0,3445000.0,4796227.0
60654,2021,6,1,2,6900000.0,100000.0,3585000.0,10035001.0
60654,2022,5,5,10,2160000.0,6447480.0,12647480.0,17883113.0
60654,2023,3,6,4,5526790.0,2147500.0,3005802.0,18918937.0
60654,2024,9,6,12,20726900.0,6982400.0,18730333.0,37608111.0
60654,2025,47,12,14,5243070.0,9126644.0,929925.0,40210946.0
60655,2006,10,1,1,1410500.0,60000.0,9625.0,11215360.02
60655,2007,19,0,2,4456083.0,0.0,1218990.0,10555168.28
60655,2008,1,0,0,120000.0,0.0,0.0,582400.0
60655,2009,0,0,0,0.0,0.0,0.0,105000.0
60655,2010,1,0,0,2300.0,0.0,0.0,42410.0
60655,2011,0,0,0,0.0,0.0,0.0,10000.0
60655,2012,0,0,0,0.0,0.0,0.0,5430.0
60655,2013,0,0,0,0.0,0.0,0.0,23450.0
60655,2014,1,0,0,75000.0,0.0,0.0,289300.0
60655,2015,2,0,0,340000.0,0.0,0.0,443000.0
60655,2016,5,0,0,825000.0,0.0,0.0,831500.0
60655,2017,2,0,0,198220.0,0.0,0.0,566220.0
60655,2018,2,0,1,355000.0,0.0,300000.0,1566361.73
60655,2019,1,0,0,120000.0,0.0,0.0,778900.0
60655,2020,2,0,0,132100.0,0.0,0.0,175505.0
60655,2021,0,0,1,0.0,0.0,89476.0,782375.0
60655,2022,6,0,0,1316000.0,0.0,0.0,1990834.0
60655,2023,7,0,1,1405280.0,0.0,1600000.0,3252035.0
60655,2024,2,0,0,10000.0,0.0,0.0,145084.0
60655,2025,9,1,1,1654746.0,161210.0,161210.0,2527405.0
60656,2006,8,0,8,1649000.0,0.0,682000.0,6131441.01
60656,2007,3,3,6,217000.0,480000.0,903500.0,6685468.0
60656,2008,1,1,2,985000.0,750000.0,952000.0,2358000.0
60656,2009,0,0,0,0.0,0.0,0.0,350.0
60656,2010,0,0,0,0.0,0.0,0.0,18800.0
60656,2011,0,0,0,0.0,0.0,0.0,4100.0
60656,2012,0,0,0,0.0,0.0,0.0,600.0
60656,2013,1,0,0,10000.0,0.0,0.0,10400.0
60656,2014,1,0,0,25000.0,0.0,0.0,131200.0
60656,2015,0,0,1,0.0,0.0,800.0,2000.0
60656,2016,2,0,1,90000.0,0.0,2500.0,219000.0
60656,2017,4,0,2,820000.0,0.0,620000.0,1475000.0
60656,2018,2,0,4,108000.0,0.0,2377860.0,2679861.0
60656,2019,1,0,3,150000.0,0.0,356500.0,762297.0
60656,2020,2,0,0,370000.0,0.0,0.0,959487.0
60656,2021,6,0,1,294760.0,0.0,60000.0,528470.85
60656,2022,5,0,1,113014.0,0.0,650000.0,1578394.0
60656,2023,5,0,3,343000.0,0.0,233000.0,3896002.0
60656,2024,8,0,1,189863.0,0.0,25000.0,1324863.0
60656,2025,13,0,10,837023.0,0.0,450000.0,2623532.0
60657,2006,41,15,8,99868500.0,12489603.0,13659785.0,172090348.0
60657,2007,56,7,22,21835195.0,2636270.0,5708500.0,111214488.15
60657,2008,9,3,5,3743000.0,382885.0,3600000.0,9586385.0
60657,2009,0,0,0,0.0,0.0,0.0,1244502.0
60657,2010,2,5,0,180000.0,2521765.0,0.0,2897565.0
60657,2011,0,1,1,0.0,3396514.0,6000000.0,9398015.0
60657,2012,0,3,2,0.0,628800.0,146800.0,982301.0
60657,2013,1,0,0,10000.0,0.0,0.0,70001.0
60657,2014,0,1,0,0.0,490000.0,0.0,1129037.0
60657,2015,0,2,1,0.0,658454.0,1500.0,664954.0
60657,2016,3,0,0,1586000.0,0.0,0.0,1601401.0
60657,2017,1,1,4,700000.0,2000000.0,6160000.0,7047090.0
60657,2018,1,1,2,66000.0,297000.0,300700.0,1406433.0
60657,2019,4,0,0,788273.0,0.0,0.0,1071071.0
60657,2020,0,0,2,0.0,0.0,2917736.0,5411354.0
60657,2021,5,5,4,10640000.0,2928000.0,8703000.0,15337727.0
60657,2022,5,5,4,1059027.0,7380000.0,5880000.0,11727398.0
60657,2023,7,3,9,24695200.0,27425000.0,30321000.0,59448132.0
60657,2024,6,1,1,169041.0,15619759.0,15619759.0,22521815.0
60657,2025,38,6,16,1646244.0,13526250.0,14536676.0,23941063.16
60658,2006,0,0,0,0.0,0.0,0.0,508000.0
60658,2007,0,0,0,0.0,0.0,0.0,61700.0
60658,2008,0,0,0,0.0,0.0,0.0,13802.0
60658,2009,0,0,0,0.0,0.0,0.0,10000.0
60658,2010,0,0,0,0.0,0.0,0.0,14000.0
60658,2011,2,0,0,10300.0,0.0,0.0,10300.0
60658,2012,0,0,0,0.0,0.0,0.0,5300.0
60658,2013,0,0,0,0.0,0.0,0.0,1500.0
60658,2014,0,0,0,0.0,0.0,0.0,17700.0
60658,2016,0,1,2,0.0,15000.0,30000.0,129461.0
60658,2017,0,0,0,0.0,0.0,0.0,23600.0
60658,2018,0,0,2,0.0,0.0,222010.0,331770.0
60658,2019,0,0,0,0.0,0.0,0.0,245077.0
60658,2020,1,0,0,80000.0,0.0,0.0,248186.0
60658,2021,0,1,1,0.0,300000.0,300000.0,372045.0
60658,2022,0,1,0,0.0,2500.0,0.0,73544.0
60658,2023,1,0,1,34600.0,0.0,34600.0,97842.0
60658,2024,0,0,0,0.0,0.0,0.0,82400.0
60658,2025,0,0,0,0.0,0.0,0.0,378900.0
60659,2006,17,3,7,3905330.0,898000.0,721200.0,9421139.1
60659,2007,12,0,6,16758250.0,0.0,10933080.0,25081194.99
60659,2008,2,1,3,300000.0,72000.0,301000.0,1878900.0
60659,2009,1,0,1,60000.0,0.0,17000.0,282300.0
60659,2010,0,1,0,0.0,115000.0,0.0,1703001.0
60659,2011,1,1,1,145000.0,50000.0,400000.0,1817200.0
60659,2012,2,0,0,153500.0,0.0,0.0,216500.0
60659,2013,1,0,0,900.0,0.0,0.0,21300.0
60659,2014,0,0,0,0.0,0.0,0.0,204240.0
60659,2015,3,0,0,69000.0,0.0,0.0,188000.0
60659,2016,0,0,0,0.0,0.0,0.0,235500.0
60659,2017,0,0,0,0.0,0.0,0.0,423655.0
60659,2018,1,0,0,35000.0,0.0,0.0,473298.0
60659,2019,1,0,0,250000.0,0.0,0.0,320727.0
60659,2020,2,0,1,800000.0,0.0,0.0,1396703.0
60659,2021,6,0,1,2174624.0,0.0,300000.0,2704484.0
60659,2022,3,2,1,165000.0,5001500.0,20000.0,6056062.0
60659,2023,4,0,1,543500.0,0.0,15000.0,1815618.0
60659,2024,5,0,1,224800.0,0.0,1200000.0,2647373.0
60659,2025,9,1,1,857256.0,300000.0,300000.0,3449513.0
60660,2006,13,2,2,1883774.0,130000.0,75000.0,75585124.0
60660,2007,9,1,3,451500.0,50000.0,318000.0,19871616.0
60660,2008,1,2,2,15000.0,290000.0,405000.0,2051736.0
60660,2009,0,0,0,0.0,0.0,0.0,123000.0
60660,2010,0,0,0,0.0,0.0,0.0,191601.0
60660,2011,0,0,0,0.0,0.0,0.0,99000.0
60660,2012,1,1,0,500.0,510650.0,0.0,555400.0
60660,2013,0,2,1,0.0,269863.0,1500.0,279763.0
60660,2014,0,1,0,0.0,2000000.0,0.0,2017700.0
60660,2015,1,0,0,38400.0,0.0,0.0,38400.0
60660,2016,1,1,0,600000.0,600000.0,0.0,12717700.0
60660,2017,2,1,1,35302.0,600000.0,600000.0,1125232.0
60660,2018,1,0,0,60000.0,0.0,0.0,216544.0
