zip_code,year,residential_permits,commercial_permits,retail_permits,residential_construction_cost,commercial_construction_cost,retail_construction_cost,reported_cost
60660,2019,1,1,0,2500.0,37505875.0,0.0,38751172.0
60660,2020,1,0,0,1.0,0.0,0.0,100658.0
60660,2021,1,1,1,50000.0,285000.0,285000.0,428323.0
60660,2022,9,0,0,23600000.0,0.0,0.0,23673523.0
60660,2023,5,2,3,6360000.0,5125433.0,5425433.0,12363600.0
60660,2024,5,0,0,373130.0,0.0,0.0,5158024.0
60660,2025,20,3,4,2300100.0,3007000.0,15174743.0,29055205.0
60661,2006,37,67,22,43623000.0,17061402.0,68894500.0,663512648.61
60661,2007,27,30,11,96062223.0,29978450.0,149366851.0,344629108.0
60661,2008,2,2,5,1240000.0,615000.0,985000.0,5137603.0
60661,2009,1,1,2,250000.0,136000.0,620000.0,2722103.0
60661,2010,1,4,1,100000.0,975851.0,225000.0,4915901.0
60661,2011,1,1,1,75000.0,236260.0,75000.0,431360.0
60661,2012,3,2,1,101035000.0,1093750.0,6000000.0,103056650.0
60661,2013,2,3,2,950045000.0,395000.0,951200000.0,951641500.0
60661,2014,3,3,1,6007000.0,1084460.0,20000.0,30097461.0
60661,2015,0,3,3,0.0,555085.0,5345000.0,8437085.0
60661,2016,0,1,0,0.0,90000.0,0.0,344540.0
60661,2017,2,3,3,2010500.0,2130000.0,1050360.0,287048588.0
60661,2018,2,5,5,164600000.0,33860476.0,174440476.0,340423364.0
60661,2019,2,7,4,39000001.0,3746000.0,141459000.0,184292010.39
60661,2020,3,4,2,42964060.0,917000.0,710000.0,44796387.0
60661,2021,3,1,1,2070000.0,500000.0,500000.0,6780119.0
60661,2022,5,4,7,34303000.0,37954626.0,37020000.0,42148197.0
60661,2023,2,4,5,539500.0,1757000.0,1890920.0,52901787.0
60661,2024,5,8,6,2621200.0,8333200.0,1147000.0,12550273.0
60661,2025,16,10,16,165537515.0,142344348.0,4551043.0,188708530.0
60662,2006,0,0,0,0.0,0.0,0.0,2210.0
60662,2007,0,0,0,0.0,0.0,0.0,161200.0
60662,2008,1,0,0,2000.0,0.0,0.0,3000.0
60662,2012,0,0,0,0.0,0.0,0.0,1200.0
60662,2013,0,0,0,0.0,0.0,0.0,1500.0
60662,2015,0,0,0,0.0,0.0,0.0,82923.0
60662,2016,0,1,0,0.0,180000.0,0.0,182500.0
60662,2018,0,0,0,0.0,0.0,0.0,65490.0
60662,2019,0,0,1,0.0,0.0,59000.0,236274.0
60662,2020,0,0,0,0.0,0.0,0.0,49752.0
60662,2021,0,0,0,0.0,0.0,0.0,47805.0
60662,2022,2,0,0,29222.0,0.0,0.0,204363.0
60662,2023,1,0,1,15390.0,0.0,0.0,83597.0
60662,2024,0,0,0,0.0,0.0,0.0,42723.0
60662,2025,1,0,0,25373.0,0.0,0.0,74373.0
60663,2008,0,0,0,0.0,0.0,0.0,10722.0
60663,2009,1,0,1,150000.0,0.0,150000.0,271351.0
60663,2010,0,0,0,0.0,0.0,0.0,1.0
60663,2011,0,0,0,0.0,0.0,0.0,754201.0
60663,2012,0,0,0,0.0,0.0,0.0,2000.0
60663,2013,1,0,0,6800.0,0.0,0.0,8600.0
60663,2015,0,0,0,0.0,0.0,0.0,156200.0
60663,2016,0,0,0,0.0,0.0,0.0,7000.0
60663,2018,0,1,0,0.0,40000.0,0.0,322246.0
60663,2019,0,0,0,0.0,0.0,0.0,310329.28
60663,2020,0,0,0,0.0,0.0,0.0,81877.0
60663,2021,0,0,0,0.0,0.0,0.0,55405.0
60663,2022,3,0,0,51880.0,0.0,0.0,215082.0
60663,2023,1,0,1,25000.0,0.0,110000.0,436290.0
60663,2024,0,0,0,0.0,0.0,0.0,18000.0
60663,2025,2,0,0,175474.0,0.0,0.0,346388.0
60664,2007,0,2,0,0.0,0.0,0.0,31460.0
60664,2008,0,0,0,0.0,0.0,0.0,84000.0
60664,2010,0,0,0,0.0,0.0,0.0,14165.0
60664,2012,1,0,0,100000.0,0.0,0.0,100000.0
60664,2014,0,0,0,0.0,0.0,0.0,6200.0
60664,2016,0,0,0,0.0,0.0,0.0,4500.0
60664,2017,0,0,0,0.0,0.0,0.0,2000.0
60664,2018,0,0,0,0.0,0.0,0.0,35959.0
60664,2019,1,0,0,8500.0,0.0,0.0,166756.0
60664,2020,0,0,1,0.0,0.0,85000.0,238962.0
60664,2021,1,0,0,36936.0,0.0,0.0,274191.0
60664,2022,0,0,0,0.0,0.0,0.0,847045577.0
60664,2023,0,0,0,0.0,0.0,0.0,115256.0
60664,2024,1,0,0,65000.0,0.0,0.0,100000.0
60664,2025,1,0,0,0.0,0.0,0.0,1579169.0
60665,2007,0,0,0,0.0,0.0,0.0,0.0
60665,2008,1,0,0,5000.0,0.0,0.0,5000.0
60665,2010,0,0,0,0.0,0.0,0.0,3600.0
60665,2012,0,0,1,0.0,0.0,1400000.0,1400000.0
60665,2013,0,1,1,0.0,100000.0,900000.0,1003000.0
60665,2014,0,0,0,0.0,0.0,0.0,2450.0
60665,2016,0,0,0,0.0,0.0,0.0,11000.0
60665,2018,0,0,0,0.0,0.0,0.0,86461.0
60665,2019,0,0,1,0.0,0.0,80000.0,775740.0
60665,2020,0,0,0,0.0,0.0,0.0,275678.0
60665,2021,2,0,0,32139.0,0.0,0.0,237311.0
60665,2022,2,0,0,36424.0,0.0,0.0,352637.0
60665,2023,0,1,0,0.0,7000000.0,0.0,7129001.0
60665,2024,0,0,0,0.0,0.0,0.0,51650.0
60665,2025,4,0,0,19300.0,0.0,0.0,38100.0
60666,2006,2,1,2,26000.0,527241.0,264000.0,51272574.0
60666,2007,0,0,0,0.0,0.0,0.0,47384850.0
60666,2008,0,0,1,0.0,0.0,72000.0,220150.0
60666,2009,0,3,0,0.0,1636588.0,0.0,2645603.0
60666,2010,1,0,0,10000.0,0.0,0.0,59527.0
60666,2011,0,0,2,0.0,0.0,492500.0,507500.0
60666,2012,0,0,0,0.0,0.0,0.0,140200.0
60666,2013,1,0,1,140000.0,0.0,287400.0,803950.0
60666,2014,0,0,0,0.0,0.0,0.0,5176700.0
60666,2015,2,0,0,147100.0,0.0,0.0,2130280.0
60666,2016,4,0,0,1165300.0,0.0,0.0,1923900.0
60666,2017,0,0,0,0.0,0.0,0.0,3323900.0
60666,2018,0,0,1,0.0,0.0,1200000.0,2405800.0
60666,2019,0,0,0,0.0,0.0,0.0,248053.0
60666,2020,2,0,2,75388000.0,0.0,538000.0,96725347.88
60666,2021,0,1,0,0.0,50000.0,0.0,22409294.0
60666,2022,8,1,0,13811909.0,3680000.0,0.0,21952975.0
60666,2023,3,0,3,91789.0,0.0,1515000.0,106492853.0
60666,2024,3,3,4,1271200.0,20000.0,68000.0,5155564.0
60666,2025,8,0,16,590150.0,0.0,2025000.0,3356900.0
60667,2006,0,0,0,0.0,0.0,0.0,6000.0
60667,2007,0,1,0,0.0,2100000.0,0.0,2104600.0
60667,2008,1,0,0,2800.0,0.0,0.0,7000.0
60667,2009,0,0,1,0.0,0.0,200000.0,538700.0
60667,2010,0,0,0,0.0,0.0,0.0,61880.0
60667,2011,0,0,0,0.0,0.0,0.0,23850.0
60667,2012,0,0,0,0.0,0.0,0.0,3701.0
60667,2014,0,0,0,0.0,0.0,0.0,62400.0
60667,2015,0,0,1,0.0,0.0,5000.0,6000.0
60667,2016,0,0,0,0.0,0.0,0.0,5150.0
60667,2017,0,0,0,0.0,0.0,0.0,700.0
60667,2018,2,0,0,130000.0,0.0,0.0,133601.0
60667,2019,2,0,0,202000.0,0.0,0.0,206500.0
60667,2020,0,0,0,0.0,0.0,0.0,158398.0
60667,2021,1,0,0,60000.0,0.0,0.0,522597.0
60667,2022,3,0,0,226696.0,0.0,0.0,512297.0
60667,2023,1,0,0,55000.0,0.0,0.0,93733.0
60667,2024,3,0,0,25070000.0,0.0,0.0,25078500.0
60667,2025,9,0,0,191285.0,0.0,0.0,1165208.0
60668,2006,0,0,0,0.0,0.0,0.0,5410.0
60668,2007,0,0,0,0.0,0.0,0.0,209600.0
60668,2008,0,0,1,0.0,0.0,4500.0,17500.0
60668,2009,0,0,0,0.0,0.0,0.0,150800.0
60668,2010,0,0,0,0.0,0.0,0.0,117106.0
60668,2011,0,0,0,0.0,0.0,0.0,8500.0
60668,2012,0,0,0,0.0,0.0,0.0,2401.0
60668,2013,0,0,0,0.0,0.0,0.0,3500.0
60668,2014,0,0,0,0.0,0.0,0.0,8650.0
60668,2015,0,0,0,0.0,0.0,0.0,1200.0
60668,2016,0,0,0,0.0,0.0,0.0,16200.0
60668,2017,2,0,0,2500.0,0.0,0.0,8134.0
60668,2018,1,0,0,180000.0,0.0,0.0,192501.0
60668,2019,2,0,0,70000.0,0.0,0.0,101572.0
60668,2020,2,0,0,185000.0,0.0,0.0,290650.0
60668,2021,0,0,1,0.0,0.0,75000.0,470683.0
60668,2022,0,0,0,0.0,0.0,0.0,224957.0
60668,2023,1,0,0,120000.0,0.0,0.0,662148.0
60668,2024,0,0,1,0.0,0.0,1500.0,326106.0
60668,2025,4,0,2,413045.0,0.0,158000.0,3151824.0
60669,2006,0,0,0,0.0,0.0,0.0,2414.0
60669,2007,0,0,1,0.0,0.0,700.0,29651.0
60669,2008,0,0,0,0.0,0.0,0.0,509500.0
60669,2009,0,0,0,0.0,0.0,0.0,1950.0
60669,2010,1,0,0,120000.0,0.0,0.0,123800.0
60669,2011,2,0,0,900.0,0.0,0.0,14998.0
60669,2012,0,0,0,0.0,0.0,0.0,10800.0
60669,2013,0,0,0,0.0,0.0,0.0,99.0
60669,2014,0,0,0,0.0,0.0,0.0,500.0
60669,2015,0,0,0,0.0,0.0,0.0,500.0
60669,2016,1,0,0,50000.0,0.0,0.0,50000.0
60669,2017,3,0,0,100000.0,0.0,0.0,187185.0
60669,2018,0,0,0,0.0,0.0,0.0,19050.0
60669,2019,0,0,0,0.0,0.0,0.0,260420.0
60669,2020,0,0,0,0.0,0.0,0.0,594166.0
60669,2021,3,0,2,75000.0,0.0,65000.0,661488.0
60669,2022,2,0,0,150000.0,0.0,0.0,390357.0
60669,2023,4,0,0,515000.0,0.0,0.0,839706.0
60669,2024,7,0,2,124571.0,0.0,4000.0,822336.0
60669,2025,9,0,2,371373.0,0.0,90000.0,878714.0
60670,2006,0,0,0,0.0,0.0,0.0,3400.0
60670,2007,0,0,0,0.0,0.0,0.0,5550.0
60670,2008,0,0,0,0.0,0.0,0.0,89000.0
60670,2009,0,0,0,0.0,0.0,0.0,900.0
60670,2011,0,0,1,0.0,0.0,800000.0,811220.0
60670,2012,0,0,0,0.0,0.0,0.0,723201.0
60670,2014,0,0,1,0.0,0.0,11500.0,11500.0
60670,2015,1,0,0,10000.0,0.0,0.0,12200.0
60670,2016,0,0,0,0.0,0.0,0.0,5250.0
60670,2017,0,0,0,0.0,0.0,0.0,1022.0
60670,2018,1,1,0,950000.0,950000.0,0.0,1055084.0
60670,2019,0,0,0,0.0,0.0,0.0,522684.0
60670,2020,0,0,1,0.0,0.0,10000.0,485754.0
60670,2021,0,0,0,0.0,0.0,0.0,469256.0
60670,2022,2,1,0,25632.0,90000.0,0.0,910314.0
60670,2023,2,0,0,30362.0,0.0,0.0,402145.0
60670,2024,2,0,1,29158.0,0.0,200000.0,261153.0
60670,2025,4,0,3,282128.0,0.0,3281049.0,4344476.42
60671,2006,0,0,0,0.0,0.0,0.0,800.0
60671,2007,0,0,0,0.0,0.0,0.0,11700.0
60671,2008,0,0,0,0.0,0.0,0.0,41954.0
60671,2009,0,0,0,0.0,0.0,0.0,10800.0
60671,2010,0,0,0,0.0,0.0,0.0,16000.0
60671,2011,0,0,0,0.0,0.0,0.0,44970.0
60671,2012,0,0,0,0.0,0.0,0.0,6000.0
60671,2013,0,0,0,0.0,0.0,0.0,54250.0
60671,2014,1,1,1,19000.0,1950000.0,10000.0,2065800.0
60671,2015,0,0,0,0.0,0.0,0.0,12181.0
60671,2016,1,0,0,27500.0,0.0,0.0,27500.0
60671,2017,1,0,0,60000.0,0.0,0.0,63950.0
60671,2018,0,0,1,0.0,0.0,20000.0,38850.0
60671,2019,0,0,0,0.0,0.0,0.0,341806.0
60671,2020,1,0,0,17000.0,0.0,0.0,132852.62
60671,2021,2,0,0,60000.0,0.0,0.0,422889.0
60671,2022,2,0,2,38884.0,0.0,123000.0,616865517.0
60671,2023,2,0,0,108398.0,0.0,0.0,1957010.0
60671,2024,3,0,0,17100.0,0.0,0.0,175794.0
60671,2025,10,0,2,308620.0,0.0,947000.0,1624459.0
60672,2008,0,0,2,0.0,0.0,90000.0,1497500.0
60672,2009,0,0,0,0.0,0.0,0.0,1500.0
60672,2010,0,0,0,0.0,0.0,0.0,10800.0
60672,2011,0,0,0,0.0,0.0,0.0,4500.0
60672,2013,0,0,0,0.0,0.0,0.0,17638.0
60672,2014,1,0,0,55000.0,0.0,0.0,155474.0
60672,2016,0,0,0,0.0,0.0,0.0,102400.0
60672,2017,0,0,0,0.0,0.0,0.0,72352.0
60672,2018,0,0,0,0.0,0.0,0.0,26572.0
60672,2019,0,0,0,0.0,0.0,0.0,162747.0
60672,2020,0,0,0,0.0,0.0,0.0,214791.0
60672,2021,1,0,0,9576.0,0.0,0.0,124900.0
60672,2022,2,0,1,268200.0,0.0,98500.0,547217.0
60672,2023,0,0,0,0.0,0.0,0.0,266117.0
60672,2024,0,0,1,0.0,0.0,207280.0,386281.0
60672,2025,4,0,1,825849.0,0.0,81249.0,1445849.0
60673,2007,0,0,0,0.0,0.0,0.0,152800.0
60673,2008,12,0,0,1600000.0,0.0,0.0,2364500.0
60673,2009,0,0,1,0.0,0.0,13500.0,16300.0
60673,2010,0,0,0,0.0,0.0,0.0,6500.0
60673,2011,0,0,0,0.0,0.0,0.0,21900.0
60673,2012,0,0,0,0.0,0.0,0.0,3000.0
60673,2013,1,0,0,140000.0,0.0,0.0,291100.0
60673,2014,3,0,0,420000.0,0.0,0.0,421250.0
60673,2015,0,0,0,0.0,0.0,0.0,87.0
60673,2016,0,0,0,0.0,0.0,0.0,202700.0
60673,2018,0,0,0,0.0,0.0,0.0,150708.0
60673,2019,0,0,0,0.0,0.0,0.0,283462.0
60673,2020,0,0,1,0.0,0.0,100000.0,382086.0
60673,2021,2,0,0,115048.0,0.0,0.0,441160.0
60673,2022,2,0,0,27465.0,0.0,0.0,810517876.0
60673,2023,3,0,0,133152.0,0.0,0.0,574984.0
60673,2024,3,0,0,90500.0,0.0,0.0,158404.0
60673,2025,3,0,1,130800.0,0.0,82300.0,4822544.0
60674,2007,0,0,0,0.0,0.0,0.0,0.0
60674,2008,0,0,0,0.0,0.0,0.0,286800.0
60674,2010,0,0,0,0.0,0.0,0.0,33000.0
60674,2012,0,0,0,0.0,0.0,0.0,1.0
60674,2013,0,0,0,0.0,0.0,0.0,1.0
60674,2014,2,0,0,36050.0,0.0,0.0,86421.0
60674,2015,3,0,0,450000.0,0.0,0.0,557350.0
60674,2016,2,0,0,245000.0,0.0,0.0,445000.0
60674,2017,1,0,0,135000.0,0.0,0.0,735000.0
60674,2018,1,0,0,150000.0,0.0,0.0,382000.0
60674,2019,1,0,0,65000.0,0.0,0.0,167771.0
60674,2020,0,0,0,0.0,0.0,0.0,259548.0
60674,2021,0,0,0,0.0,0.0,0.0,134689.0
60674,2022,0,0,0,0.0,0.0,0.0,356442.0
60674,2023,2,0,1,90000.0,0.0,425000.0,516500.0
60674,2024,0,0,0,0.0,0.0,0.0,2805.0
60674,2025,4,0,1,527915.0,0.0,1350000.0,3060305.0
60675,2006,0,0,0,0.0,0.0,0.0,5000.0
60675,2007,0,0,0,0.0,0.0,0.0,2900.0
60675,2008,0,1,1,0.0,220000.0,12500.0,239601.0
60675,2009,0,0,0,0.0,0.0,0.0,2650.0
60675,2010,0,0,0,0.0,0.0,0.0,3000.0
60675,2012,0,0,0,0.0,0.0,0.0,3000.0
60675,2015,0,0,1,0.0,0.0,5000.0,36900.0
60675,2016,1,1,0,300000.0,300000.0,0.0,302901.0
60675,2017,0,0,0,0.0,0.0,0.0,30600.0
60675,2018,0,0,0,0.0,0.0,0.0,237209.0
60675,2019,1,0,0,20000.0,0.0,0.0,133320.0
60675,2020,0,0,0,0.0,0.0,0.0,257862.0
60675,2021,0,0,0,0.0,0.0,0.0,177178.0
60675,2022,3,0,0,68030.0,0.0,0.0,581330.0
60675,2023,0,0,0,0.0,0.0,0.0,205126.0
60675,2024,1,0,1,2000.0,0.0,150000.0,175276.0
60675,2025,4,1,0,639600.0,500000.0,0.0,1381642.17
60676,2006,0,0,0,0.0,0.0,0.0,3000.0
60676,2007,0,0,0,0.0,0.0,0.0,484494.0
60676,2008,0,0,0,0.0,0.0,0.0,477265.0
60676,2009,0,0,1,0.0,0.0,1126.0,150108856.0
60676,2010,0,0,0,0.0,0.0,0.0,72000.0
60676,2011,0,1,0,0.0,175000.0,0.0,175750.0
60676,2012,0,0,0,0.0,0.0,0.0,6200.0
60676,2013,0,0,3,0.0,0.0,1654400.0,2776363.0
60676,2014,0,0,0,0.0,0.0,0.0,74886.0
60676,2015,0,0,0,0.0,0.0,0.0,468213.0
60676,2016,0,1,2,0.0,305129.0,305129.0,1034986.0
60676,2017,0,0,0,0.0,0.0,0.0,558746.0
60676,2018,0,0,2,0.0,0.0,900000.0,2109082.14
60676,2019,0,1,1,0.0,650000.0,450000.0,3020832.0
60676,2020,1,1,1,3200.0,675000.0,850000.0,2149243.0
60676,2021,3,4,1,3.0,94503.0,4000.0,15898468.0
60676,2022,0,2,6,0.0,2950000.0,3157500.0,3810251.0
60676,2023,1,6,4,500.0,1835002.0,1386268.0,8036515.0
60676,2024,0,1,3,0.0,10000.0,3950000.0,15161190.0
60676,2025,2,4,3,12000.0,3609695.0,0.0,3757880.0
60677,2006,0,0,0,0.0,0.0,0.0,3241.0
60677,2007,0,0,0,0.0,0.0,0.0,1710.0
60677,2008,0,0,0,0.0,0.0,0.0,900403.0
60677,2009,0,0,2,0.0,0.0,400000.0,400000.0
60677,2010,1,0,0,6000.0,0.0,0.0,27600.0
60677,2011,0,0,1,0.0,0.0,10000.0,118700.0
60677,2012,0,0,0,0.0,0.0,0.0,26000.0
60677,2013,1,0,1,25000.0,0.0,87000.0,847001.0
60677,2014,0,0,0,0.0,0.0,0.0,56500.0
60677,2015,1,1,0,200000.0,212000.0,0.0,424149.0
60677,2017,0,0,0,0.0,0.0,0.0,24539.0
60677,2018,1,0,1,60000.0,0.0,144000.0,228767.0
60677,2019,0,0,0,0.0,0.0,0.0,24266.0
60677,2020,2,0,0,420000.0,0.0,0.0,420002.0
60677,2021,0,0,0,0.0,0.0,0.0,33080.0
60677,2022,2,0,3,175000.0,0.0,29000.0,752766.6
60677,2023,1,0,1,600000.0,0.0,350000.0,1880800.0
60677,2024,2,0,4,10500.0,0.0,2000.0,2857048.0
60677,2025,8,0,6,787023.0,0.0,80000.0,2233693.0
60680,2006,0,0,0,0.0,0.0,0.0,189696.0
60680,2007,1,0,0,550000.0,0.0,0.0,565700.0
60680,2008,0,0,0,0.0,0.0,0.0,25000.0
60680,2011,0,0,0,0.0,0.0,0.0,2200.0
60680,2012,0,0,0,0.0,0.0,0.0,20000.0
60680,2017,0,0,0,0.0,0.0,0.0,1.0
60680,2024,0,0,0,0.0,0.0,0.0,24600.0
60681,2007,0,0,0,0.0,0.0,0.0,1000.0
60689,2018,0,0,0,0.0,0.0,0.0,55000.0
60690,2006,0,1,0,0.0,254500.0,0.0,269500.0
60690,2007,0,0,0,0.0,0.0,0.0,5000.0
60690,2012,1,0,0,150000.0,0.0,0.0,150000.0
