zip_code,year,total_licenses,unique_businesses,active_licenses
60637,2023.0,217,134,217
60637,2024.0,178,145,178
60637,2025.0,37,33,37
60638,2023.0,188,122,188
60638,2024.0,443,353,443
60638,2025.0,104,78,104
60639,2023.0,368,327,368
60639,2024.0,548,462,548
60639,2025.0,580,462,580
60640,2023.0,563,450,563
60640,2024.0,436,369,436
60640,2025.0,152,124,152
60641,2023.0,568,486,568
60641,2024.0,404,357,404
60641,2025.0,151,128,151
60642,2023.0,195,151,195
60642,2024.0,448,311,448
60642,2025.0,146,105,146
60643,2023.0,293,251,293
60643,2024.0,216,197,216
60643,2025.0,77,71,77
60644,2023.0,228,204,228
60644,2024.0,161,144,161
60644,2025.0,135,89,135
60645,2023.0,151,132,151
60645,2024.0,111,100,111
60645,2025.0,34,32,34
60646,2023.0,78,72,78
60646,2024.0,259,231,259
60646,2025.0,41,39,41
60647,2023.0,917,692,917
60647,2024.0,757,585,757
60647,2025.0,286,215,286
60649,2023.0,97,81,97
60649,2024.0,246,212,246
60649,2025.0,65,60,65
60650,2024.0,1,1,1
60651,2023.0,394,342,394
60651,2024.0,296,265,296
60651,2025.0,118,104,118
60652,2023.0,219,191,219
60652,2024.0,167,152,167
60652,2025.0,53,49,53
60653,2023.0,105,97,105
60653,2024.0,155,142,155
60653,2025.0,110,83,110
60654,2023.0,301,209,301
60654,2024.0,818,523,818
60654,2025.0,235,148,235
60655,2023.0,43,40,43
60655,2024.0,92,78,92
60655,2025.0,88,75,88
60656,2023.0,123,103,123
60656,2024.0,78,67,78
60656,2025.0,23,21,23
60657,2023.0,330,256,330
60657,2024.0,539,426,539
60657,2025.0,521,357,521
60659,2023.0,183,176,183
60659,2024.0,248,210,248
60659,2025.0,294,247,294
60660,2023.0,272,221,272
60660,2024.0,217,184,217
60660,2025.0,66,56,66
60661,2023.0,253,175,253
60661,2024.0,207,164,207
60661,2025.0,141,105,141
60666,2023.0,33,22,33
60666,2024.0,294,86,294
60666,2025.0,62,19,62
60706,2023.0,6,5,6
60706,2024.0,13,13,13
60706,2025.0,3,3,3
60707,2023.0,58,50,58
60707,2024.0,184,153,184
60707,2025.0,28,26,28
60712,2023.0,4,4,4
60712,2024.0,8,8,8
60712,2025.0,9,9,9
60714,2023.0,10,10,10
60714,2024.0,10,10,10
60714,2025.0,5,5,5
60803,2023.0,3,3,3
60803,2024.0,16,16,16
60803,2025.0,5,5,5
60804,2023.0,38,18,38
60804,2024.0,39,34,39
60804,2025.0,10,10,10
60805,2023.0,2,2,2
60805,2024.0,14,10,14
60805,2025.0,3,3,3
60824,2023.0,1,1,1
60827,2023.0,4,4,4
60827,2024.0,26,21,26
60827,2025.0,7,7,7
60857,2023.0,1,1,1
60901,2023.0,1,1,1
60901,2024.0,2,2,2
60914,2023.0,1,1,1
60915,2025.0,1,1,1
60950,2024.0,2,2,2
60950,2025.0,1,1,1
61008,2023.0,1,1,1
61008,2024.0,1,1,1
61016,2023.0,1,1,1
61032,2024.0,2,2,2
61071,2023.0,1,1,1
61071,2025.0,1,1,1
61073,2024.0,1,1,1
61101,2023.0,1,1,1
61103,2024.0,1,1,1
61108,2025.0,1,1,1
61111,2024.0,1,1,1
61111,2025.0,2,2,2
61114,2024.0,1,1,1
61115,2023.0,1,1,1
61265,2023.0,2,2,2
61265,2025.0,2,2,2
61301,2023.0,1,1,1
61348,2024.0,1,1,1
61350,2023.0,1,1,1
61364,2023.0,2,2,2
61364,2025.0,1,1,1
61448,2024.0,1,1,1
61455,2023.0,1,1,1
61604,2023.0,1,1,1
61604,2025.0,1,1,1
61614,2025.0,1,1,1
61701,2023.0,1,1,1
61701,2024.0,1,1,1
61701,2025.0,1,1,1
61704,2024.0,2,2,2
61727,2024.0,1,1,1
61761,2024.0,1,1,1
61821,2024.0,2,2,2
61822,2024.0,1,1,1
61834,2025.0,1,1,1
61853,2023.0,1,1,1
61874,2024.0,1,1,1
62062,2024.0,1,1,1
62401,2025.0,1,1,1
62522,2023.0,1,1,1
62535,2024.0,1,1,1
62568,2023.0,2,2,2
62568,2024.0,1,1,1
62568,2025.0,1,1,1
62704,2023.0,2,2,2
62704,2024.0,3,3,3
62707,2025.0,1,1,1
62711,2023.0,1,1,1
62711,2024.0,1,1,1
62712,2024.0,1,1,1
62712,2025.0,1,1,1
62901,2024.0,1,1,1
63005,2025.0,1,1,1
63042,2024.0,1,1,1
63045,2023.0,3,3,3
63045,2024.0,1,1,1
63045,2025.0,1,1,1
63074,2023.0,1,1,1
63105,2024.0,1,1,1
63130,2024.0,1,1,1
63132,2024.0,1,1,1
63139,2023.0,9,1,9
63139,2024.0,3,1,3
63141,2023.0,1,1,1
63141,2025.0,1,1,1
63146,2023.0,1,1,1
63146,2024.0,1,1,1
63147,2025.0,1,1,1
63301,2024.0,1,1,1
63366,2024.0,2,2,2
63366,2025.0,1,1,1
63703,2023.0,1,1,1
63824,2025.0,1,1,1
64064,2025.0,1,1,1
64133,2024.0,1,1,1
64152,2023.0,1,1,1
64503,2023.0,1,1,1
64710,2025.0,1,1,1
65109,2023.0,1,1,1
65202,2023.0,1,1,1
65202,2024.0,1,1,1
65203,2024.0,1,1,1
65325,2023.0,1,1,1
66047,2024.0,1,1,1
66202,2025.0,1,1,1
66211,2023.0,1,1,1
66211,2025.0,1,1,1
66212,2024.0,1,1,1
66214,2025.0,1,1,1
66215,2023.0,1,1,1
66219,2024.0,3,3,3
66220,2025.0,1,1,1
66614,2023.0,1,1,1
67501,2023.0,3,3,3
68007,2024.0,1,1,1
68007,2025.0,1,1,1
68022,2024.0,1,1,1
68046,2024.0,1,1,1
68064,2025.0,1,1,1
68117,2023.0,1,1,1
68134,2024.0,1,1,1
68521,2023.0,1,1,1
69361,2023.0,1,1,1
70002,2023.0,1,1,1
70005,2023.0,1,1,1
70117,2025.0,1,1,1
70817,2023.0,1,1,1
71292,2023.0,1,1,1
72103,2023.0,1,1,1
72201,2023.0,1,1,1
73112,2023.0,1,1,1
73120,2024.0,1,1,1
74107,2023.0,1,1,1
74116,2025.0,1,1,1
74134,2023.0,1,1,1
74146,2023.0,1,1,1
75001,2023.0,1,1,1
75001,2025.0,1,1,1
75007,2023.0,1,1,1
75019,2023.0,2,2,2
75019,2024.0,2,2,2
75019,2025.0,2,2,2
75020,2024.0,1,1,1
75038,2023.0,1,1,1
75056,2023.0,1,1,1
75063,2024.0,2,2,2
75063,2025.0,1,1,1
75080,2023.0,1,1,1
75081,2023.0,1,1,1
75082,2023.0,2,2,2
75090,2023.0,1,1,1
75090,2024.0,1,1,1
75090,2025.0,1,1,1
75092,2023.0,1,1,1
75115,2024.0,1,1,1
75205,2023.0,1,1,1
75219,2024.0,1,1,1
75219,2025.0,1,1,1
75234,2023.0,1,1,1
75234,2024.0,1,1,1
75234,2025.0,1,1,1
75247,2024.0,1,1,1
75251,2024.0,1,1,1
75287,2024.0,1,1,1
75501,2024.0,1,1,1
76010,2023.0,1,1,1
76013,2023.0,1,1,1
76021,2025.0,1,1,1
76092,2025.0,1,1,1
76112,2023.0,1,1,1
76118,2023.0,1,1,1
76133,2024.0,1,1,1
76137,2024.0,1,1,1
76244,2025.0,1,1,1
76522,2023.0,1,1,1
76710,2023.0,1,1,1
76712,2023.0,1,1,1
77041,2023.0,1,1,1
77042,2023.0,3,3,3
77046,2023.0,1,1,1
77047,2024.0,1,1,1
77057,2023.0,1,1,1
77063,2023.0,1,1,1
77063,2025.0,1,1,1
77066,2023.0,1,1,1
77084,2023.0,2,2,2
77092,2023.0,1,1,1
77094,2023.0,1,1,1
77339,2023.0,1,1,1
77339,2025.0,1,1,1
77406,2024.0,1,1,1
77449,2023.0,1,1,1
77478,2023.0,1,1,1
77478,2024.0,1,1,1
78216,2023.0,1,1,1
78217,2023.0,1,1,1
78229,2023.0,1,1,1
78258,2024.0,1,1,1
78596,2023.0,1,1,1
78596,2025.0,1,1,1
78665,2024.0,1,1,1
78702,2023.0,2,2,2
78708,2024.0,1,1,1
78730,2023.0,1,1,1
78744,2023.0,1,1,1
78747,2024.0,1,1,1
78749,2023.0,1,1,1
78749,2024.0,3,3,3
78749,2025.0,2,2,2
78753,2024.0,1,1,1
78758,2024.0,2,2,2
78759,2024.0,1,1,1
78759,2025.0,1,1,1
78840,2024.0,1,1,1
80004,2025.0,1,1,1
80014,2023.0,1,1,1
80110,2023.0,1,1,1
80112,2023.0,3,3,3
80112,2024.0,2,2,2
80235,2023.0,1,1,1
80246,2023.0,1,1,1
80439,2023.0,1,1,1
80503,2023.0,1,1,1
80537,2024.0,1,1,1
80634,2023.0,1,1,1
80701,2023.0,1,1,1
80701,2024.0,1,1,1
80909,2023.0,1,1,1
81003,2023.0,1,1,1
82601,2023.0,1,1,1
82601,2025.0,1,1,1
83617,2024.0,1,1,1
83642,2024.0,1,1,1
83814,2024.0,1,1,1
84020,2023.0,2,2,2
84095,2024.0,1,1,1
84098,2024.0,1,1,1
84101,2023.0,1,1,1
84117,2024.0,1,1,1
84123,2024.0,1,1,1
84124,2024.0,1,1,1
84604,2023.0,1,1,1
84604,2024.0,1,1,1
85004,2023.0,1,1,1
85004,2025.0,1,1,1
85014,2023.0,1,1,1
85021,2023.0,1,1,1
85021,2024.0,2,2,2
85029,2023.0,1,1,1
85034,2023.0,1,1,1
85034,2024.0,1,1,1
85040,2023.0,2,2,2
85053,2024.0,1,1,1
85204,2024.0,2,2,2
85210,2023.0,1,1,1
85210,2025.0,1,1,1
85225,2023.0,1,1,1
85233,2024.0,1,1,1
85248,2024.0,1,1,1
85251,2024.0,2,2,2
85258,2024.0,1,1,1
85284,2023.0,1,1,1
85284,2024.0,1,1,1
85286,2024.0,1,1,1
85301,2023.0,1,1,1
85339,2023.0,1,1,1
85711,2023.0,2,2,2
85711,2025.0,1,1,1
85712,2023.0,1,1,1
87109,2024.0,1,1,1
89014,2024.0,1,1,1
89109,2023.0,6,6,6
89117,2023.0,2,2,2
89117,2025.0,1,1,1
89119,2023.0,1,1,1
89120,2023.0,1,1,1
89146,2023.0,1,1,1
89147,2023.0,5,5,5
89148,2023.0,1,1,1
89169,2023.0,1,1,1
89169,2025.0,1,1,1
89501,2023.0,1,1,1
89509,2025.0,1,1,1
89521,2023.0,1,1,1
90008,2025.0,1,1,1
90010,2024.0,1,1,1
90046,2023.0,1,1,1
90047,2023.0,1,1,1
90064,2025.0,1,1,1
90069,2023.0,1,1,1
90069,2025.0,1,1,1
90071,2023.0,1,1,1
90230,2023.0,1,1,1
90245,2023.0,1,1,1
90301,2024.0,7,1,7
90501,2024.0,1,1,1
90504,2025.0,1,1,1
90630,2024.0,1,1,1
91030,2023.0,1,1,1
91101,2023.0,2,2,2
91202,2023.0,1,1,1
91301,2023.0,1,1,1
91302,2023.0,1,1,1
91320,2023.0,1,1,1
91340,2024.0,1,1,1
91357,2023.0,1,1,1
91357,2025.0,1,1,1
91360,2023.0,2,2,2
91406,2023.0,1,1,1
91411,2023.0,1,1,1
91423,2024.0,1,1,1
91706,2023.0,1,1,1
91790,2023.0,1,1,1
92008,2025.0,2,2,2
92009,2023.0,2,2,2
92009,2025.0,2,2,2
92025,2023.0,1,1,1
92025,2024.0,1,1,1
92056,2023.0,1,1,1
92101,2023.0,1,1,1
92103,2024.0,2,1,2
92108,2023.0,4,4,4
92110,2023.0,1,1,1
92120,2023.0,1,1,1
92126,2023.0,1,1,1
92128,2024.0,1,1,1
92563,2024.0,1,1,1
92612,2025.0,1,1,1
92630,2023.0,1,1,1
92656,2024.0,1,1,1
92663,2024.0,1,1,1
92801,2024.0,1,1,1
92805,2024.0,1,1,1
92806,2023.0,2,2,2
92806,2025.0,1,1,1
92867,2023.0,1,1,1
92868,2023.0,1,1,1
93065,2025.0,1,1,1
93309,2025.0,1,1,1
93609,2023.0,1,1,1
93611,2023.0,1,1,1
93611,2025.0,1,1,1
94010,2023.0,1,1,1
94103,2024.0,2,2,2
94111,2024.0,2,2,2
94114,2023.0,1,1,1
94131,2025.0,1,1,1
94545,2023.0,1,1,1
94583,2024.0,1,1,1
94591,2024.0,1,1,1
94607,2023.0,1,1,1
94612,2023.0,1,1,1
94707,2024.0,1,1,1
94954,2023.0,3,3,3
95060,2023.0,2,2,2
95501,2023.0,1,1,1
95630,2024.0,2,2,2
95648,2024.0,1,1,1
95661,2023.0,1,1,1
95670,2023.0,1,1,1
95758,2024.0,1,1,1
96088,2023.0,1,1,1
96814,2024.0,1,1,1
96815,2023.0,1,1,1
97223,2023.0,1,1,1
97477,2024.0,1,1,1
98003,2023.0,1,1,1
98004,2024.0,1,1,1
98005,2023.0,1,1,1
98011,2023.0,2,2,2
98021,2024.0,1,1,1
98036,2023.0,1,1,1
98057,2023.0,1,1,1
98101,2023.0,1,1,1
98101,2025.0,2,2,2
98104,2025.0,2,1,2
98124,2025.0,1,1,1
98198,2024.0,1,1,1
98201,2023.0,1,1,1
98201,2025.0,1,1,1
98208,2024.0,1,1,1
98367,2023.0,1,1,1
98367,2025.0,1,1,1
99999,2025.0,3,3,3
H3P3C,2024.0,1,1,1
INDIA,2024.0,1,1,1
J3Y,2023.0,1,1,1
JMCJS,2024.0,1,1,1
L4M,2023.0,1,1,1
M3B1Z,2023.0,1,1,1
