zip_code,growth_score,recent_unit_count,unit_growth_ratio
60697,233.0,325,326.0
60669,165.1,228,229.0
60678,163.79999999999998,227,228.0
60639,162.49999999999997,226,227.0
60691,130.39999999999998,181,182.0
