year,total_population,median_household_income,median_home_value,labor_force,state,zip_code,residential_permits,commercial_permits,retail_permits,residential_construction_cost,commercial_construction_cost,retail_construction_cost,reported_cost,unemployment_rate,real_gdp,per_capita_income,personal_income,unemployment_rate_pct_change,real_gdp_pct_change,per_capita_income_pct_change,personal_income_pct_change
2021,11073.0,139063.0,382900.0,8957.0,17.0,60661,4.0,0.0,1.0,480000.0,0.0,300000.0,2131336.0,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274
2022,11513.0,139748.0,404700.0,9739.0,17.0,60661,5.0,1.0,2.0,633000.0,461000.0,24960.0,1963281.0,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378
2023,11516.0,138831.0,397700.0,9556.0,17.0,60661,6.0,1.0,1.0,1249000.0,500000.0,451920.0,2665367.0,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116
2024,11516.0,138831.0,397700.0,9556.0,17.0,60661,8.0,2.0,1.0,3269200.0,2425000.0,62000.0,5918398.0,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0
2025,11516.0,138831.0,397700.0,9556.0,17.0,60661,26.0,9.0,6.0,2694639.0,4710072.0,1289000.0,14244278.5,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0
2015,43005.0,54669.0,215500.0,22516.0,17.0,60707,,,,,,,,6.008333333333333,640542.188,54741.0,54367.0,0.0,0.0,0.0,0.0
2016,43451.0,55513.0,219400.0,22687.0,17.0,60707,,,,,,,,5.866666666666667,654041.831,55262.0,55036.0,-2.3578363384188505,2.107533781990334,0.9517546263312582,1.2305258704728983
2017,43250.0,55566.0,234900.0,22861.0,17.0,60707,,,,,,,,4.9,674568.186,57233.0,56973.0,-16.47727272727273,3.138385654724285,3.5666461583004683,3.5195144996002625
2018,43019.0,57554.0,248400.0,22987.0,17.0,60707,,,,,,,,4.141666666666667,707911.107,61322.0,60423.0,-15.476190476190489,4.942854064570423,7.144479583457097,6.055499973671741
2019,43093.0,61718.0,265500.0,23340.0,17.0,60707,,,,,,,,3.858333333333333,728631.746,63007.0,62232.0,-6.841046277666008,2.9270114277215376,2.747790352565138,2.9938930539695097
2020,42434.0,64790.0,267000.0,23282.0,17.0,60707,,,,,,,,9.816666666666666,700007.944,67184.0,65871.0,154.42764578833695,-3.928431907769226,6.629422127700102,5.847473968376393
2021,41309.0,68430.0,277400.0,22243.0,17.0,60707,,,,,,,,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274
2022,40845.0,76343.0,308700.0,21812.0,17.0,60707,,,,,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378
2023,40897.0,82746.0,315300.0,21442.0,17.0,60707,,,,,,,,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116
2024,40897.0,82746.0,315300.0,21442.0,17.0,60707,,,,,,,,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0
2025,40897.0,82746.0,315300.0,21442.0,17.0,60707,,,,,,,,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0
2015,28677.0,31063.0,90600.0,12853.0,17.0,60827,,,,,,,,6.008333333333333,640542.188,54741.0,54367.0,0.0,0.0,0.0,0.0
2016,28864.0,30587.0,89700.0,12831.0,17.0,60827,,,,,,,,5.866666666666667,654041.831,55262.0,55036.0,-2.3578363384188505,2.107533781990334,0.9517546263312582,1.2305258704728983
2017,28856.0,31008.0,89600.0,13070.0,17.0,60827,,,,,,,,4.9,674568.186,57233.0,56973.0,-16.47727272727273,3.138385654724285,3.5666461583004683,3.5195144996002625
2018,28577.0,31954.0,89200.0,13178.0,17.0,60827,,,,,,,,4.141666666666667,707911.107,61322.0,60423.0,-15.476190476190489,4.942854064570423,7.144479583457097,6.055499973671741
2019,28483.0,32329.0,87600.0,12967.0,17.0,60827,,,,,,,,3.858333333333333,728631.746,63007.0,62232.0,-6.841046277666008,2.9270114277215376,2.747790352565138,2.9938930539695097
2020,28327.0,34878.0,94300.0,12905.0,17.0,60827,,,,,,,,9.816666666666666,700007.944,67184.0,65871.0,154.42764578833695,-3.928431907769226,6.629422127700102,5.847473968376393
2021,26010.0,32801.0,99400.0,11358.0,17.0,60827,,,,,,,,6.2250000000000005,770533.358,72316.0,71206.0,-36.5874363327674,10.074944806626362,7.638723505596578,8.099163516570274
2022,25538.0,35835.0,112900.0,10774.0,17.0,60827,,,,,,,,4.608333333333333,845186.849,73674.0,73317.0,-25.970548862115127,9.68854757875388,1.8778693511809277,2.964637811420378
2023,24887.0,37648.0,123800.0,10351.0,17.0,60827,,,,,,,,4.383333333333334,894862.364,77937.0,77429.0,-4.88245931283905,5.877459529661921,5.7863018161087965,5.608521898059116
2024,24887.0,37648.0,123800.0,10351.0,17.0,60827,,,,,,,,5.141666666666667,894862.364,77937.0,77429.0,17.30038022813687,0.0,0.0,0.0
2025,24887.0,37648.0,123800.0,10351.0,17.0,60827,,,,,,,,5.233333333333333,894862.364,77937.0,77429.0,1.7828200972447306,0.0,0.0,0.0
