zip_code,total_population,median_household_income,median_home_value,labor_force,state,zip code tabulation area,year,total_population_change,median_household_income_change,median_home_value_change,labor_force_change,total_permits,residential_permits,commercial_permits,retail_permits,total_construction_cost,residential_construction_cost,commercial_construction_cost,retail_construction_cost,residential_permit_ratio,commercial_permit_ratio,retail_permit_ratio,residential_cost_ratio,commercial_cost_ratio,retail_cost_ratio,new_construction_permits,renovation_permits,addition_permits,other_permits,total_permits_change,residential_permits_change,commercial_permits_change,retail_permits_change,total_construction_cost_change,residential_construction_cost_change,commercial_construction_cost_change,retail_construction_cost_change,unemployment_rate,gdp,per_capita_income,personal_income,unemployment_rate_change,gdp_change,per_capita_income_change,personal_income_change,housing_density,retail_density,balance_score
60640,66884.0,71030.0,363300.0,44777.0,17.0,60640,2023,-0.0064322533683913,0.0235312765681514,0.0285956964892413,0.0093321010752203,19.0,9.0,1.0,2.0,9989000.0,8878000.0,80000.0,330000.0,0.4736842105263157,0.0526315789473684,0.1052631578947368,0.8887776554209631,0.0080088096906597,0.0330363399739713,3.0,13.0,0.0,3.0,0.4615384615384614,1.25,-0.6666666666666667,-0.5,-0.8204478432350952,-0.828948318077211,-0.9665330498682656,-0.98447789275635,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.13456133006399137,0.014951258895999043,-138.31417624521075
60641,67400.0,81649.0,373200.0,38506.0,17.0,60641,2023,-0.0227351815334647,0.0220945370787641,0.0427493713327744,-0.0206521186225138,37.0,3.0,4.0,4.0,17702451.0,320000.0,11250800.0,1506800.0,0.081081081081081,0.1081081081081081,0.1081081081081081,0.0180765928966559,0.6355504105053024,0.0851181568021287,2.0,20.0,0.0,15.0,0.6086956521739131,-0.5,inf,3.0,4.328370608201966,-0.7681159420289855,inf,2.0136,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.04451038575667656,0.05934718100890208,-63.601532567049816
60642,21124.0,141179.0,604200.0,16467.0,17.0,60642,2023,-0.0149225890692035,0.0241271499350756,0.0183718186414967,-0.0204045211183818,31.0,11.0,5.0,7.0,29049864.0,8720464.0,3895100.0,21580000.0,0.3548387096774194,0.1612903225806451,0.2258064516129032,0.3001894948630396,0.1340832439009008,0.7428606206211499,1.0,26.0,0.0,4.0,0.0,0.375,-0.4444444444444444,0.75,-0.2677217706807431,-0.7334323575357353,-0.8925011856304242,8.18146280529002,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.5207347093353532,0.23669759515243327,-112.64367816091956
60643,47802.0,83015.0,233900.0,22856.0,17.0,60643,2023,-0.0096954630205096,0.0317420862281105,0.0245291283399036,-0.0095766347445508,25.0,4.0,1.0,3.0,4112817.0,135000.0,1100000.0,1315001.0,0.16,0.04,0.12,0.0328242175618317,0.2674565875408509,0.3197324364298241,0.0,13.0,0.0,12.0,0.5625,1.0,-0.5,0.0,3.1736945080950747,-0.4375,1.9702114790573089,27.64925925925926,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.08367850717543199,0.020919626793857997,-113.02681992337165
60644,48317.0,37952.0,238300.0,21385.0,17.0,60644,2023,-0.0228132268176761,0.1104543991573281,0.0586406041759217,-0.0059960955656781,5.0,1.0,0.0,0.0,286000.0,175000.0,0.0,0.0,0.2,0.0,0.0,0.6118881118881119,0.0,0.0,0.0,2.0,0.0,3.0,-0.375,inf,0.0,0.0,-0.3291251181654622,inf,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.020696649212492497,0.0,-125.09578544061303
60645,46856.0,77126.0,308200.0,23259.0,17.0,60645,2023,-0.037706399408527,0.0461167023845048,-0.0051646223369915,-0.0340946843853821,8.0,1.0,0.0,0.0,689842.0,150000.0,0.0,0.0,0.125,0.0,0.0,0.2174410952073083,0.0,0.0,0.0,6.0,0.0,2.0,-0.3333333333333333,0.0,0.0,0.0,-0.4553742790938194,99.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.02134198395082807,0.0,-126.62835249042146
60646,28499.0,111115.0,493600.0,14294.0,17.0,60646,2023,-0.0094195342370524,-0.0104022870781863,0.0268358643644683,-0.0294017790452909,20.0,3.0,2.0,3.0,3876995.0,552495.0,485000.0,513000.0,0.15,0.1,0.15,0.1425059872401176,0.1250968856034119,0.1323189738444336,0.0,19.0,0.0,1.0,-0.0909090909090909,0.5,-0.7142857142857143,-0.4,-0.3712811157058299,-0.3166419294990723,-0.813640730067243,-0.0526315789473684,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.10526685146847259,0.07017790097898172,-101.14942528735634
60647,85589.0,102851.0,557300.0,57231.0,17.0,60647,2023,-0.0011203827974557,0.0543413634033829,0.0356811001672552,0.0062593406593407,50.0,13.0,0.0,3.0,54198639.0,48942500.0,0.0,327933.0,0.26,0.0,0.06,0.9030208304677172,0.0,0.0060505762884562,7.0,29.0,0.0,14.0,0.0638297872340425,-0.1875,-1.0,-0.6666666666666667,5.993429624008557,13.200222189919868,-1.0,-0.8972152814431917,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.15188867728329575,0.0,-216.28352490421454
60649,48720.0,40142.0,199500.0,25273.0,17.0,60649,2023,-0.0283788365275312,0.0070242336059405,0.0657051282051282,-0.0336111960844295,7.0,3.0,0.0,0.0,213740.0,36740.0,0.0,0.0,0.4285714285714285,0.0,0.0,0.1718910826237484,0.0,0.0,0.0,6.0,0.0,1.0,-0.4166666666666666,-0.6666666666666667,0.0,0.0,-0.7676208699811914,-0.9522857142857144,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.06157635467980295,0.0,-178.73563218390805
60653,34608.0,39565.0,347800.0,16403.0,17.0,60653,2023,0.00710045396345,0.1260530510018214,0.0157710280373832,0.0043472936566251,11.0,2.0,0.0,1.0,1599300.0,800000.0,0.0,15000.0,0.1818181818181818,0.0,0.0909090909090909,0.5002188457450134,0.0,0.009379103357719,0.0,9.0,0.0,2.0,0.2222222222222223,-0.5,0.0,0.0,1.69469250210615,2.076923076923077,0.0,-0.625,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.05779010633379565,0.0,-176.0536398467433
60654,24303.0,144831.0,495900.0,19819.0,17.0,60654,2023,0.0352715654952076,0.0473824658841905,-0.0006045949214026,0.0260937095521616,22.0,2.0,6.0,4.0,18906257.0,5514110.0,2147500.0,3005802.0,0.0909090909090909,0.2727272727272727,0.1818181818181818,0.2916552969739066,0.1135867348042502,0.158984509731355,1.0,20.0,0.0,1.0,0.0,-0.6,0.1999999999999999,-0.6,0.058730284594435,1.5528287037037036,-0.6669241315987021,-0.76233984951943,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.08229436695058223,0.2468831008517467,-76.62835249042146
60655,27794.0,114443.0,303300.0,14428.0,17.0,60655,2023,-0.0073571428571428,-0.0076393465367139,0.0205248990578734,-0.0026957904195755,8.0,6.0,0.0,0.0,1427450.0,1280750.0,0.0,0.0,0.75,0.0,0.0,0.8972293250201409,0.0,0.0,2.0,4.0,0.0,2.0,-0.1111111111111111,0.0,0.0,0.0,-0.2308997844827586,-0.0267857142857143,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.21587392962509894,0.0,-223.18007662835248
60656,28726.0,88000.0,344400.0,15972.0,17.0,60656,2023,-0.0155586017820424,0.0603431656063235,0.0153301886792451,-0.0322932444713722,18.0,5.0,0.0,3.0,432003.0,343000.0,0.0,233000.0,0.2777777777777778,0.0,0.1666666666666666,0.7939759677594832,0.0,0.5393481063788909,0.0,9.0,0.0,9.0,5.0,4.0,0.0,inf,22.73642857142857,33.3,0.0,inf,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.1740583443570285,0.0,-217.81609195402297
60657,71268.0,109025.0,534500.0,52217.0,17.0,60657,2023,0.0010675356781659,0.0341180711006563,0.0150018989745537,-0.0052009906648885,27.0,6.0,3.0,9.0,55595149.0,24693000.0,27425000.0,30321000.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.4441574569752479,0.4932984350846869,0.5453893108551611,2.0,23.0,0.0,2.0,0.2272727272727273,0.5,-0.4,1.25,3.769264469782658,23.020428015564203,2.7161246612466123,4.156632653061225,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.08418925745074927,0.04209462872537464,-98.08429118773947
60659,42008.0,70033.0,358800.0,19855.0,17.0,60659,2023,-0.0143825813566081,0.0908227158032459,0.0072992700729928,-0.0291902992372383,11.0,3.0,0.0,1.0,1374678.0,542000.0,0.0,15000.0,0.2727272727272727,0.0,0.0909090909090909,0.3942741500191317,0.0,0.0109116462182416,1.0,7.0,0.0,3.0,0.375,2.0,-1.0,inf,-0.740381967749965,9.84,-1.0,inf,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.07141496857741382,0.0,-186.3984674329502
60660,42750.0,66206.0,287500.0,26565.0,17.0,60660,2023,-0.0033803473598321,0.0410403170010693,0.0352898811667266,0.0041959628033567,10.0,5.0,2.0,2.0,11672640.0,6360000.0,5125433.0,5125433.0,0.5,0.2,0.2,0.5448638868327987,0.4390980103901088,0.4390980103901088,2.0,8.0,0.0,0.0,0.1111111111111111,-0.4444444444444444,inf,inf,-0.5053966101694916,-0.7305084745762711,inf,inf,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.11695906432748539,0.046783625730994156,-111.49425287356323
60661,11516.0,138831.0,397700.0,9556.0,17.0,60661,2023,0.0002605750021713,-0.0065618112602684,-0.0172967630343464,-0.0187904302289763,26.0,1.0,3.0,4.0,51788420.0,39500.0,1257000.0,1439000.0,0.0384615384615384,0.1153846153846153,0.1538461538461538,0.0007627187699489,0.0242718352867301,0.0277861344292797,3.0,16.0,0.0,7.0,1.1666666666666663,-0.6666666666666667,-0.25,-0.3333333333333333,0.237636106485932,-0.9988433382137628,-0.966881507408346,-0.9610765485528808,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0868357068426537,0.2605071205279611,-78.92720306513411
60707,40897.0,82746.0,315300.0,21442.0,17.0,60707,2023,0.0012731056432855,0.083871474791402,0.021379980563654,-0.0169631395562075,24.0,0.0,0.0,0.0,239001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,21.0,2.4285714285714284,-1.0,0.0,0.0,-0.6518938207770455,-1.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0,0.0,-69.73180076628353
60827,24887.0,37648.0,123800.0,10351.0,17.0,60827,2023,-0.025491424543817,0.0505929956746198,0.0965456155890167,-0.0392611843326526,1.0,1.0,0.0,0.0,12680.0,12680.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6666666666666667,0.0,-1.0,0.0,4225.666666666667,12679.0,-1.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.040181620926588175,0.0,-158.42911877394636
