zip_code,total_population,median_household_income,median_home_value,labor_force,state,zip code tabulation area,year,total_population_change,median_household_income_change,median_home_value_change,labor_force_change,total_permits,residential_permits,commercial_permits,total_construction_cost,residential_construction_cost,commercial_construction_cost,is_residential,is_commercial,unemployment_rate,gdp,per_capita_income,personal_income,unemployment_rate_change,gdp_change,per_capita_income_change,personal_income_change,commercial_permit_value,retail_per_capita,retail_value_per_capita,expected_retail,leakage_score
60617,79284.0,51237.0,168200.0,36507.0,17.0,60617,2023,-0.046929845650815,0.0006640235923676,0.0460199004975123,-0.0646905103504816,3.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0,0.0,0.0,1218682292.3999999,100.0
60618,91896.0,101558.0,538300.0,57375.0,17.0,60618,2023,-0.0036753943730687,0.0057637458405956,0.0708175850407797,-0.0118321793944404,3.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0,0.0,0.0,2799832190.4,100.0
60619,59892.0,43403.0,213000.0,29150.0,17.0,60619,2023,-0.0091160266697549,0.0140413999345825,0.0834181078331637,0.0157856221904728,3.0,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0,0.0,0.0,779847742.8,100.0
60620,66511.0,48805.0,187900.0,29424.0,17.0,60620,2023,-0.0266208107712571,0.0502022723360302,0.0585915492957747,-0.0533123129886425,1.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0,0.0,0.0,973820806.5,100.0
60621,27318.0,33235.0,161900.0,11720.0,17.0,60621,2023,0.011890210023336,0.1018466332924443,0.2941646682653878,0.0018806633612582,1.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0,0.0,0.0,272374119.0,100.0
60622,53696.0,124852.0,622900.0,39306.0,17.0,60622,2023,-0.0045973602254189,0.0479963738311481,0.0103811841038119,0.0199283823758369,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0,0.0,0.0,2011215897.6,100.0
60623,77061.0,44040.0,221400.0,34376.0,17.0,60623,2023,0.0058738301288325,0.1646480139630823,0.0884955752212388,0.0333052783455571,12.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0,0.0,0.0,1018129932.0,100.0
60624,35711.0,32607.0,223200.0,15210.0,17.0,60624,2023,0.0013178555406012,0.0264102241249055,-0.0022351363433169,0.0125149780322193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0,0.0,0.0,349328573.09999996,100.0
60625,78467.0,85299.0,396700.0,48199.0,17.0,60625,2023,-0.0227782205838398,0.0212146970440696,0.0043037974683544,-0.027029754935605,1.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0,0.0,0.0,2007946989.8999999,100.0
60626,50027.0,57452.0,269000.0,30108.0,17.0,60626,2023,-0.0021541837039992,0.0232790097070085,0.0018621973929235,0.0217878232539197,4.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0,0.0,0.0,862245361.1999999,100.0
60628,59212.0,49719.0,158500.0,27013.0,17.0,60628,2023,-0.0359335059183639,0.0230036419003725,0.050364479787939,-0.0487375426981723,2.0,0.0,0.0,8800.0,0.0,0.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0,0.0,0.0,883188428.4,100.0
60827,24887.0,37648.0,123800.0,10351.0,17.0,60827,2023,-0.025491424543817,0.0505929956746198,0.0965456155890167,-0.0392611843326526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.391666666666667,894862.364,77937.0,77429.0,-0.0487364620938627,0.0587745952966192,0.0578630181610879,0.0560852189805911,0.0,0.0,0.0,281083732.8,100.0
