feature,importance
total_population,0.2944512275708221
median_household_income,0.2464862864150435
labor_force,0.20004809494419176
median_home_value,0.16767091588324692
unemployment_rate,0.058376948731854644
gdp,0.02328647715141481
per_capita_income,0.009680049303426494
