total_permits,total_population,commercial_permits,commercial_ratio,total_construction_cost,cost_per_permit,unemployment_rate,gdp,per_capita_income,permits_per_capita
7599.0,25349557.0,741.0,0.09751283063560995,7255096122.889999,954743.5350559283,5.542592592592593,735142.8414444445,64741.77777777778,0.00029976855216838703
