indicator,description,date,value
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-04-22,10.3
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-04-29,10.28
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-05-06,10.32
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-05-13,10.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-05-20,10.52
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-05-27,10.58
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-06-03,10.58
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-06-10,10.51
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-06-17,10.35
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-06-24,10.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-07-01,10.39
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-07-08,10.38
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-07-15,10.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-07-22,10.46
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-07-29,10.49
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-08-05,10.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-08-12,10.57
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-08-19,10.71
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-08-26,10.67
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-09-02,10.65
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-09-09,10.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-09-16,10.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-09-23,10.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-09-30,10.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-10-07,10.38
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-10-14,10.33
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-10-21,10.28
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-10-28,10.22
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-11-04,10.12
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-11-11,10.24
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-11-18,10.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-11-25,10.39
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-12-02,10.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-12-09,10.46
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-12-16,10.71
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-12-23,10.68
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1988-12-30,10.77
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-01-06,10.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-01-13,10.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-01-20,10.71
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-01-27,10.6
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-02-03,10.55
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-02-10,10.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-02-17,10.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-02-24,10.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-03-03,10.91
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-03-10,10.86
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-03-17,10.98
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-03-24,11.22
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-03-31,11.19
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-04-07,11.07
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-04-14,11.11
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-04-21,10.99
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-04-28,11.03
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-05-05,10.97
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-05-12,10.93
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-05-19,10.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-05-26,10.5
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-06-02,10.48
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-06-09,10.2
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-06-16,10.04
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-06-23,10.19
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-06-30,10.07
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-07-07,10.03
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-07-14,9.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-07-21,9.87
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-07-28,9.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-08-04,9.68
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-08-11,9.96
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-08-18,10.09
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-08-25,10.21
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-09-01,10.22
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-09-08,10.17
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-09-15,10.05
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-09-22,10.03
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-09-29,10.16
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-10-06,10.1
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-10-13,9.95
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-10-20,9.92
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-10-27,9.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-11-03,9.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-11-10,9.79
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-11-17,9.72
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-11-24,9.74
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-12-01,9.74
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-12-08,9.76
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-12-15,9.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-12-22,9.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1989-12-29,9.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-01-05,9.83
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-01-12,9.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-01-19,9.9
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-01-26,10.05
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-02-02,10.17
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-02-09,10.21
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-02-16,10.1
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-02-23,10.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-03-02,10.23
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-03-09,10.29
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-03-16,10.34
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-03-23,10.26
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-03-30,10.22
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-04-06,10.26
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-04-13,10.25
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-04-20,10.41
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-04-27,10.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-05-04,10.67
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-05-11,10.54
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-05-18,10.37
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-05-25,10.33
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-06-01,10.29
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-06-08,10.1
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-06-15,10.12
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-06-22,10.16
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-06-29,10.15
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-07-06,10.06
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-07-13,10.11
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-07-20,9.99
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-07-27,9.98
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-08-03,9.84
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-08-10,10.08
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-08-17,10.05
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-08-24,10.29
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-08-31,10.24
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-09-07,10.19
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-09-14,10.13
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-09-21,10.16
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-09-28,10.22
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-10-05,10.08
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-10-12,10.22
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-10-19,10.24
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-10-26,10.17
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-11-02,10.13
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-11-09,10.09
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-11-16,10.02
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-11-23,9.93
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-11-30,9.9
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-12-07,9.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-12-14,9.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-12-21,9.64
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1990-12-28,9.68
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-01-04,9.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-01-11,9.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-01-18,9.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-01-25,9.61
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-02-01,9.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-02-08,9.36
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-02-15,9.25
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-02-22,9.29
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-03-01,9.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-03-08,9.49
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-03-15,9.5
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-03-22,9.59
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-03-29,9.52
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-04-05,9.49
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-04-12,9.48
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-04-19,9.47
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-04-26,9.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-05-03,9.47
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-05-10,9.47
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-05-17,9.5
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-05-24,9.47
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-05-31,9.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-06-07,9.48
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-06-14,9.66
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-06-21,9.65
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-06-28,9.67
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-07-05,9.62
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-07-12,9.64
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-07-19,9.54
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-07-26,9.5
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-08-02,9.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-08-09,9.27
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-08-16,9.19
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-08-23,9.17
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-08-30,9.15
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-09-06,9.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-09-13,9.02
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-09-20,8.95
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-09-27,8.92
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-10-04,8.87
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-10-11,8.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-10-18,8.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-10-25,8.91
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-11-01,8.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-11-08,8.76
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-11-15,8.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-11-22,8.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-11-29,8.7
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-12-06,8.62
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-12-13,8.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-12-20,8.49
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1991-12-27,8.35
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-01-03,8.24
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-01-10,8.23
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-01-17,8.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-01-24,8.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-01-31,8.68
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-02-07,8.67
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-02-14,8.73
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-02-21,8.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-02-28,8.83
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-03-06,8.85
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-03-13,8.88
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-03-20,9.03
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-03-27,8.98
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-04-03,8.96
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-04-10,8.84
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-04-17,8.76
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-04-24,8.85
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-05-01,8.84
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-05-08,8.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-05-15,8.64
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-05-22,8.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-05-29,8.6
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-06-05,8.59
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-06-12,8.54
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-06-19,8.48
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-06-26,8.43
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-07-03,8.29
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-07-10,8.13
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-07-17,8.09
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-07-24,8.08
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-07-31,8.05
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-08-07,8.06
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-08-14,7.96
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-08-21,7.87
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-08-28,8.01
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-09-04,7.94
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-09-11,7.84
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-09-18,7.89
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-09-24,8.02
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-10-02,7.93
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-10-09,8.01
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-10-16,8.06
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-10-23,8.23
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-10-30,8.21
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-11-06,8.29
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-11-13,8.32
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-11-20,8.32
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-11-27,8.29
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-12-04,8.34
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-12-11,8.23
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-12-18,8.19
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-12-25,8.13
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1992-12-31,8.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-01-08,8.07
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-01-15,8.04
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-01-22,8.0
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-01-29,7.86
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-02-05,7.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-02-12,7.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-02-19,7.65
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-02-26,7.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-03-05,7.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-03-12,7.47
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-03-19,7.57
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-03-26,7.5
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-04-02,7.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-04-09,7.57
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-04-16,7.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-04-23,7.38
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-04-30,7.43
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-05-07,7.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-05-14,7.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-05-21,7.52
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-05-28,7.5
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-06-04,7.47
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-06-11,7.48
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-06-18,7.38
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-06-25,7.34
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-07-02,7.23
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-07-09,7.19
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-07-16,7.16
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-07-23,7.2
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-07-30,7.25
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-08-06,7.21
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-08-13,7.17
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-08-20,7.1
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-08-27,6.97
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-09-03,6.93
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-09-10,6.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-09-17,6.96
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-09-24,6.95
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-10-01,6.89
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-10-08,6.87
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-10-15,6.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-10-22,6.74
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-10-29,6.86
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-11-05,7.11
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-11-12,7.12
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-11-19,7.08
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-11-26,7.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-12-04,7.25
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-12-10,7.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-12-17,7.17
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-12-24,7.17
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1993-12-31,7.13
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-01-07,7.23
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-01-14,6.99
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-01-21,7.05
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-01-28,6.97
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-02-04,6.97
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-02-11,7.21
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-02-18,7.11
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-02-25,7.32
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-03-04,7.51
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-03-11,7.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-03-18,7.76
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-03-25,7.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-04-01,8.04
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-04-08,8.47
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-04-15,8.26
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-04-22,8.49
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-04-29,8.32
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-05-06,8.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-05-13,8.77
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-05-20,8.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-05-27,8.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-06-03,8.55
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-06-10,8.25
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-06-17,8.33
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-06-24,8.46
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-07-01,8.57
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-07-08,8.68
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-07-15,8.72
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-07-22,8.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-07-29,8.57
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-08-05,8.38
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-08-12,8.57
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-08-19,8.54
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-08-26,8.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-09-02,8.48
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-09-09,8.51
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-09-16,8.66
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-09-23,8.73
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-09-30,8.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-10-07,8.89
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-10-14,8.93
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-10-21,8.85
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-10-28,9.03
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-11-04,9.05
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-11-11,9.19
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-11-18,9.19
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-11-25,9.25
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-12-02,9.23
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-12-09,9.15
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-12-16,9.25
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1994-12-23,9.18
