indicator,description,date,value
CPIAUCSL,Consumer Price Index,2015-01-01,234.747
CPIAUCSL,Consumer Price Index,2015-02-01,235.342
CPIAUCSL,Consumer Price Index,2015-03-01,235.976
CPIAUCSL,Consumer Price Index,2015-04-01,236.222
CPIAUCSL,Consumer Price Index,2015-05-01,237.001
CPIAUCSL,Consumer Price Index,2015-06-01,237.657
CPIAUCSL,Consumer Price Index,2015-07-01,238.034
CPIAUCSL,Consumer Price Index,2015-08-01,238.033
CPIAUCSL,Consumer Price Index,2015-09-01,237.498
CPIAUCSL,Consumer Price Index,2015-10-01,237.733
CPIAUCSL,Consumer Price Index,2015-11-01,238.017
CPIAUCSL,Consumer Price Index,2015-12-01,237.761
CPIAUCSL,Consumer Price Index,2016-01-01,237.652
CPIAUCSL,Consumer Price Index,2016-02-01,237.336
CPIAUCSL,Consumer Price Index,2016-03-01,238.08
CPIAUCSL,Consumer Price Index,2016-04-01,238.992
CPIAUCSL,Consumer Price Index,2016-05-01,239.557
CPIAUCSL,Consumer Price Index,2016-06-01,240.222
CPIAUCSL,Consumer Price Index,2016-07-01,240.101
CPIAUCSL,Consumer Price Index,2016-08-01,240.545
CPIAUCSL,Consumer Price Index,2016-09-01,241.176
CPIAUCSL,Consumer Price Index,2016-10-01,241.741
CPIAUCSL,Consumer Price Index,2016-11-01,242.026
CPIAUCSL,Consumer Price Index,2016-12-01,242.637
CPIAUCSL,Consumer Price Index,2017-01-01,243.618
CPIAUCSL,Consumer Price Index,2017-02-01,244.006
CPIAUCSL,Consumer Price Index,2017-03-01,243.892
CPIAUCSL,Consumer Price Index,2017-04-01,244.193
CPIAUCSL,Consumer Price Index,2017-05-01,244.004
CPIAUCSL,Consumer Price Index,2017-06-01,244.163
CPIAUCSL,Consumer Price Index,2017-07-01,244.243
CPIAUCSL,Consumer Price Index,2017-08-01,245.183
CPIAUCSL,Consumer Price Index,2017-09-01,246.435
CPIAUCSL,Consumer Price Index,2017-10-01,246.626
CPIAUCSL,Consumer Price Index,2017-11-01,247.284
CPIAUCSL,Consumer Price Index,2017-12-01,247.805
CPIAUCSL,Consumer Price Index,2018-01-01,248.859
CPIAUCSL,Consumer Price Index,2018-02-01,249.529
CPIAUCSL,Consumer Price Index,2018-03-01,249.577
CPIAUCSL,Consumer Price Index,2018-04-01,250.227
CPIAUCSL,Consumer Price Index,2018-05-01,250.792
CPIAUCSL,Consumer Price Index,2018-06-01,251.018
CPIAUCSL,Consumer Price Index,2018-07-01,251.214
CPIAUCSL,Consumer Price Index,2018-08-01,251.663
CPIAUCSL,Consumer Price Index,2018-09-01,252.182
CPIAUCSL,Consumer Price Index,2018-10-01,252.772
CPIAUCSL,Consumer Price Index,2018-11-01,252.594
CPIAUCSL,Consumer Price Index,2018-12-01,252.767
CPIAUCSL,Consumer Price Index,2019-01-01,252.561
CPIAUCSL,Consumer Price Index,2019-02-01,253.319
CPIAUCSL,Consumer Price Index,2019-03-01,254.277
CPIAUCSL,Consumer Price Index,2019-04-01,255.233
CPIAUCSL,Consumer Price Index,2019-05-01,255.296
CPIAUCSL,Consumer Price Index,2019-06-01,255.213
CPIAUCSL,Consumer Price Index,2019-07-01,255.802
CPIAUCSL,Consumer Price Index,2019-08-01,256.036
CPIAUCSL,Consumer Price Index,2019-09-01,256.43
CPIAUCSL,Consumer Price Index,2019-10-01,257.155
CPIAUCSL,Consumer Price Index,2019-11-01,257.879
CPIAUCSL,Consumer Price Index,2019-12-01,258.63
CPIAUCSL,Consumer Price Index,2020-01-01,259.127
CPIAUCSL,Consumer Price Index,2020-02-01,259.25
CPIAUCSL,Consumer Price Index,2020-03-01,258.076
CPIAUCSL,Consumer Price Index,2020-04-01,256.032
CPIAUCSL,Consumer Price Index,2020-05-01,255.802
CPIAUCSL,Consumer Price Index,2020-06-01,257.042
CPIAUCSL,Consumer Price Index,2020-07-01,258.352
CPIAUCSL,Consumer Price Index,2020-08-01,259.316
CPIAUCSL,Consumer Price Index,2020-09-01,259.997
CPIAUCSL,Consumer Price Index,2020-10-01,260.319
CPIAUCSL,Consumer Price Index,2020-11-01,260.911
CPIAUCSL,Consumer Price Index,2020-12-01,262.045
CPIAUCSL,Consumer Price Index,2021-01-01,262.639
CPIAUCSL,Consumer Price Index,2021-02-01,263.573
CPIAUCSL,Consumer Price Index,2021-03-01,264.847
CPIAUCSL,Consumer Price Index,2021-04-01,266.625
CPIAUCSL,Consumer Price Index,2021-05-01,268.404
CPIAUCSL,Consumer Price Index,2021-06-01,270.71
CPIAUCSL,Consumer Price Index,2021-07-01,271.965
CPIAUCSL,Consumer Price Index,2021-08-01,272.752
CPIAUCSL,Consumer Price Index,2021-09-01,273.942
CPIAUCSL,Consumer Price Index,2021-10-01,276.528
CPIAUCSL,Consumer Price Index,2021-11-01,278.824
CPIAUCSL,Consumer Price Index,2021-12-01,280.806
CPIAUCSL,Consumer Price Index,2022-01-01,282.542
CPIAUCSL,Consumer Price Index,2022-02-01,284.525
CPIAUCSL,Consumer Price Index,2022-03-01,287.467
CPIAUCSL,Consumer Price Index,2022-04-01,288.582
CPIAUCSL,Consumer Price Index,2022-05-01,291.299
CPIAUCSL,Consumer Price Index,2022-06-01,295.072
CPIAUCSL,Consumer Price Index,2022-07-01,294.94
CPIAUCSL,Consumer Price Index,2022-08-01,295.162
CPIAUCSL,Consumer Price Index,2022-09-01,296.421
CPIAUCSL,Consumer Price Index,2022-10-01,297.979
CPIAUCSL,Consumer Price Index,2022-11-01,298.708
CPIAUCSL,Consumer Price Index,2022-12-01,298.808
CPIAUCSL,Consumer Price Index,2023-01-01,300.456
CPIAUCSL,Consumer Price Index,2023-02-01,301.476
CPIAUCSL,Consumer Price Index,2023-03-01,301.643
CPIAUCSL,Consumer Price Index,2023-04-01,302.858
CPIAUCSL,Consumer Price Index,2023-05-01,303.316
CPIAUCSL,Consumer Price Index,2023-06-01,304.099
CPIAUCSL,Consumer Price Index,2023-07-01,304.615
CPIAUCSL,Consumer Price Index,2023-08-01,306.138
CPIAUCSL,Consumer Price Index,2023-09-01,307.374
CPIAUCSL,Consumer Price Index,2023-10-01,307.653
CPIAUCSL,Consumer Price Index,2023-11-01,308.087
CPIAUCSL,Consumer Price Index,2023-12-01,308.735
CPIAUCSL,Consumer Price Index,2024-01-01,309.794
CPIAUCSL,Consumer Price Index,2024-02-01,311.022
CPIAUCSL,Consumer Price Index,2024-03-01,312.107
CPIAUCSL,Consumer Price Index,2024-04-01,313.016
CPIAUCSL,Consumer Price Index,2024-05-01,313.14
CPIAUCSL,Consumer Price Index,2024-06-01,313.131
CPIAUCSL,Consumer Price Index,2024-07-01,313.566
CPIAUCSL,Consumer Price Index,2024-08-01,314.131
CPIAUCSL,Consumer Price Index,2024-09-01,314.851
CPIAUCSL,Consumer Price Index,2024-10-01,315.564
CPIAUCSL,Consumer Price Index,2024-11-01,316.449
CPIAUCSL,Consumer Price Index,2024-12-01,317.603
CPIAUCSL,Consumer Price Index,2025-01-01,319.086
CPIAUCSL,Consumer Price Index,2025-02-01,319.775
CPIAUCSL,Consumer Price Index,2025-03-01,319.615
CPIAUCSL,Consumer Price Index,2025-04-01,320.321
GDPC1,Real GDP,1947-01-01,2182.681
GDPC1,Real GDP,1947-04-01,2176.892
GDPC1,Real GDP,1947-07-01,2172.432
GDPC1,Real GDP,1947-10-01,2206.452
GDPC1,Real GDP,1948-01-01,2239.682
GDPC1,Real GDP,1948-04-01,2276.69
GDPC1,Real GDP,1948-07-01,2289.77
GDPC1,Real GDP,1948-10-01,2292.364
GDPC1,Real GDP,1949-01-01,2260.807
GDPC1,Real GDP,1949-04-01,2253.128
GDPC1,Real GDP,1949-07-01,2276.424
GDPC1,Real GDP,1949-10-01,2257.352
GDPC1,Real GDP,1950-01-01,2346.104
GDPC1,Real GDP,1950-04-01,2417.682
GDPC1,Real GDP,1950-07-01,2511.127
GDPC1,Real GDP,1950-10-01,2559.214
GDPC1,Real GDP,1951-01-01,2593.967
GDPC1,Real GDP,1951-04-01,2638.898
GDPC1,Real GDP,1951-07-01,2693.259
GDPC1,Real GDP,1951-10-01,2699.156
GDPC1,Real GDP,1952-01-01,2727.954
GDPC1,Real GDP,1952-04-01,2733.8
GDPC1,Real GDP,1952-07-01,2753.517
GDPC1,Real GDP,1952-10-01,2843.941
GDPC1,Real GDP,1953-01-01,2896.811
GDPC1,Real GDP,1953-04-01,2919.206
GDPC1,Real GDP,1953-07-01,2902.785
GDPC1,Real GDP,1953-10-01,2858.845
GDPC1,Real GDP,1954-01-01,2845.192
GDPC1,Real GDP,1954-04-01,2848.305
GDPC1,Real GDP,1954-07-01,2880.482
GDPC1,Real GDP,1954-10-01,2936.852
GDPC1,Real GDP,1955-01-01,3020.746
GDPC1,Real GDP,1955-04-01,3069.91
GDPC1,Real GDP,1955-07-01,3111.379
GDPC1,Real GDP,1955-10-01,3130.068
GDPC1,Real GDP,1956-01-01,3117.922
GDPC1,Real GDP,1956-04-01,3143.694
GDPC1,Real GDP,1956-07-01,3140.874
GDPC1,Real GDP,1956-10-01,3192.57
GDPC1,Real GDP,1957-01-01,3213.011
GDPC1,Real GDP,1957-04-01,3205.97
GDPC1,Real GDP,1957-07-01,3237.386
GDPC1,Real GDP,1957-10-01,3203.894
GDPC1,Real GDP,1958-01-01,3120.724
GDPC1,Real GDP,1958-04-01,3141.224
GDPC1,Real GDP,1958-07-01,3213.884
GDPC1,Real GDP,1958-10-01,3289.032
GDPC1,Real GDP,1959-01-01,3352.129
GDPC1,Real GDP,1959-04-01,3427.667
GDPC1,Real GDP,1959-07-01,3430.057
GDPC1,Real GDP,1959-10-01,3439.832
GDPC1,Real GDP,1960-01-01,3517.181
GDPC1,Real GDP,1960-04-01,3498.246
GDPC1,Real GDP,1960-07-01,3515.385
GDPC1,Real GDP,1960-10-01,3470.278
GDPC1,Real GDP,1961-01-01,3493.703
GDPC1,Real GDP,1961-04-01,3553.021
GDPC1,Real GDP,1961-07-01,3621.252
GDPC1,Real GDP,1961-10-01,3692.289
GDPC1,Real GDP,1962-01-01,3758.147
GDPC1,Real GDP,1962-04-01,3792.149
GDPC1,Real GDP,1962-07-01,3838.776
GDPC1,Real GDP,1962-10-01,3851.421
GDPC1,Real GDP,1963-01-01,3893.482
GDPC1,Real GDP,1963-04-01,3937.183
GDPC1,Real GDP,1963-07-01,4023.755
GDPC1,Real GDP,1963-10-01,4050.147
GDPC1,Real GDP,1964-01-01,4135.553
GDPC1,Real GDP,1964-04-01,4180.592
GDPC1,Real GDP,1964-07-01,4245.918
GDPC1,Real GDP,1964-10-01,4259.046
GDPC1,Real GDP,1965-01-01,4362.111
GDPC1,Real GDP,1965-04-01,4417.225
GDPC1,Real GDP,1965-07-01,4515.427
GDPC1,Real GDP,1965-10-01,4619.458
GDPC1,Real GDP,1966-01-01,4731.888
GDPC1,Real GDP,1966-04-01,4748.046
GDPC1,Real GDP,1966-07-01,4788.254
GDPC1,Real GDP,1966-10-01,4827.537
GDPC1,Real GDP,1967-01-01,4870.299
GDPC1,Real GDP,1967-04-01,4873.287
GDPC1,Real GDP,1967-07-01,4919.392
GDPC1,Real GDP,1967-10-01,4956.477
GDPC1,Real GDP,1968-01-01,5057.553
GDPC1,Real GDP,1968-04-01,5142.033
GDPC1,Real GDP,1968-07-01,5181.859
GDPC1,Real GDP,1968-10-01,5202.212
GDPC1,Real GDP,1969-01-01,5283.597
GDPC1,Real GDP,1969-04-01,5299.625
GDPC1,Real GDP,1969-07-01,5334.6
GDPC1,Real GDP,1969-10-01,5308.556
GDPC1,Real GDP,1970-01-01,5300.652
GDPC1,Real GDP,1970-04-01,5308.164
GDPC1,Real GDP,1970-07-01,5357.077
GDPC1,Real GDP,1970-10-01,5299.672
GDPC1,Real GDP,1971-01-01,5443.619
GDPC1,Real GDP,1971-04-01,5473.059
GDPC1,Real GDP,1971-07-01,5518.072
GDPC1,Real GDP,1971-10-01,5531.032
GDPC1,Real GDP,1972-01-01,5632.649
GDPC1,Real GDP,1972-04-01,5760.47
GDPC1,Real GDP,1972-07-01,5814.854
GDPC1,Real GDP,1972-10-01,5912.22
GDPC1,Real GDP,1973-01-01,6058.544
GDPC1,Real GDP,1973-04-01,6124.506
GDPC1,Real GDP,1973-07-01,6092.301
GDPC1,Real GDP,1973-10-01,6150.131
GDPC1,Real GDP,1974-01-01,6097.258
GDPC1,Real GDP,1974-04-01,6111.751
GDPC1,Real GDP,1974-07-01,6053.978
GDPC1,Real GDP,1974-10-01,6030.464
GDPC1,Real GDP,1975-01-01,5957.035
GDPC1,Real GDP,1975-04-01,5999.61
GDPC1,Real GDP,1975-07-01,6102.326
GDPC1,Real GDP,1975-10-01,6184.53
GDPC1,Real GDP,1976-01-01,6323.649
GDPC1,Real GDP,1976-04-01,6370.025
GDPC1,Real GDP,1976-07-01,6404.895
GDPC1,Real GDP,1976-10-01,6451.177
GDPC1,Real GDP,1977-01-01,6527.703
GDPC1,Real GDP,1977-04-01,6654.466
GDPC1,Real GDP,1977-07-01,6774.457
GDPC1,Real GDP,1977-10-01,6774.592
GDPC1,Real GDP,1978-01-01,6796.26
GDPC1,Real GDP,1978-04-01,7058.92
GDPC1,Real GDP,1978-07-01,7129.915
GDPC1,Real GDP,1978-10-01,7225.75
GDPC1,Real GDP,1979-01-01,7238.727
GDPC1,Real GDP,1979-04-01,7246.454
GDPC1,Real GDP,1979-07-01,7300.281
GDPC1,Real GDP,1979-10-01,7318.535
GDPC1,Real GDP,1980-01-01,7341.557
GDPC1,Real GDP,1980-04-01,7190.289
GDPC1,Real GDP,1980-07-01,7181.743
GDPC1,Real GDP,1980-10-01,7315.677
GDPC1,Real GDP,1981-01-01,7459.022
GDPC1,Real GDP,1981-04-01,7403.745
GDPC1,Real GDP,1981-07-01,7492.405
GDPC1,Real GDP,1981-10-01,7410.768
GDPC1,Real GDP,1982-01-01,7295.631
GDPC1,Real GDP,1982-04-01,7328.912
GDPC1,Real GDP,1982-07-01,7300.896
GDPC1,Real GDP,1982-10-01,7303.817
GDPC1,Real GDP,1983-01-01,7400.066
GDPC1,Real GDP,1983-04-01,7568.456
GDPC1,Real GDP,1983-07-01,7719.746
GDPC1,Real GDP,1983-10-01,7880.794
GDPC1,Real GDP,1984-01-01,8034.847
GDPC1,Real GDP,1984-04-01,8173.67
GDPC1,Real GDP,1984-07-01,8252.465
GDPC1,Real GDP,1984-10-01,8320.199
GDPC1,Real GDP,1985-01-01,8400.82
GDPC1,Real GDP,1985-04-01,8474.787
GDPC1,Real GDP,1985-07-01,8604.22
GDPC1,Real GDP,1985-10-01,8668.188
GDPC1,Real GDP,1986-01-01,8749.127
GDPC1,Real GDP,1986-04-01,8788.524
GDPC1,Real GDP,1986-07-01,8872.601
GDPC1,Real GDP,1986-10-01,8920.193
GDPC1,Real GDP,1987-01-01,8986.367
GDPC1,Real GDP,1987-04-01,9083.256
GDPC1,Real GDP,1987-07-01,9162.024
GDPC1,Real GDP,1987-10-01,9319.332
GDPC1,Real GDP,1988-01-01,9367.502
GDPC1,Real GDP,1988-04-01,9490.594
GDPC1,Real GDP,1988-07-01,9546.206
GDPC1,Real GDP,1988-10-01,9673.405
GDPC1,Real GDP,1989-01-01,9771.725
GDPC1,Real GDP,1989-04-01,9846.293
GDPC1,Real GDP,1989-07-01,9919.228
GDPC1,Real GDP,1989-10-01,9938.767
GDPC1,Real GDP,1990-01-01,10047.386
GDPC1,Real GDP,1990-04-01,10083.855
GDPC1,Real GDP,1990-07-01,10090.569
GDPC1,Real GDP,1990-10-01,9998.704
GDPC1,Real GDP,1991-01-01,9951.916
GDPC1,Real GDP,1991-04-01,10029.51
GDPC1,Real GDP,1991-07-01,10080.195
GDPC1,Real GDP,1991-10-01,10115.329
GDPC1,Real GDP,1992-01-01,10236.435
GDPC1,Real GDP,1992-04-01,10347.429
GDPC1,Real GDP,1992-07-01,10449.673
GDPC1,Real GDP,1992-10-01,10558.648
GDPC1,Real GDP,1993-01-01,10576.275
GDPC1,Real GDP,1993-04-01,10637.847
GDPC1,Real GDP,1993-07-01,10688.606
GDPC1,Real GDP,1993-10-01,10833.987
GDPC1,Real GDP,1994-01-01,10939.116
GDPC1,Real GDP,1994-04-01,11087.361
GDPC1,Real GDP,1994-07-01,11152.176
GDPC1,Real GDP,1994-10-01,11279.932
GDPC1,Real GDP,1995-01-01,11319.951
GDPC1,Real GDP,1995-04-01,11353.721
GDPC1,Real GDP,1995-07-01,11450.31
GDPC1,Real GDP,1995-10-01,11528.067
GDPC1,Real GDP,1996-01-01,11614.418
GDPC1,Real GDP,1996-04-01,11808.14
GDPC1,Real GDP,1996-07-01,11914.063
GDPC1,Real GDP,1996-10-01,12037.775
GDPC1,Real GDP,1997-01-01,12115.472
GDPC1,Real GDP,1997-04-01,12317.221
GDPC1,Real GDP,1997-07-01,12471.01
GDPC1,Real GDP,1997-10-01,12577.495
GDPC1,Real GDP,1998-01-01,12703.742
GDPC1,Real GDP,1998-04-01,12821.339
GDPC1,Real GDP,1998-07-01,12982.752
GDPC1,Real GDP,1998-10-01,13191.67
GDPC1,Real GDP,1999-01-01,13315.597
GDPC1,Real GDP,1999-04-01,13426.748
GDPC1,Real GDP,1999-07-01,13604.771
GDPC1,Real GDP,1999-10-01,13827.98
GDPC1,Real GDP,2000-01-01,13878.147
GDPC1,Real GDP,2000-04-01,14130.908
GDPC1,Real GDP,2000-07-01,14145.312
GDPC1,Real GDP,2000-10-01,14229.765
GDPC1,Real GDP,2001-01-01,14183.12
GDPC1,Real GDP,2001-04-01,14271.694
GDPC1,Real GDP,2001-07-01,14214.516
GDPC1,Real GDP,2001-10-01,14253.574
GDPC1,Real GDP,2002-01-01,14372.785
GDPC1,Real GDP,2002-04-01,14460.848
GDPC1,Real GDP,2002-07-01,14519.633
GDPC1,Real GDP,2002-10-01,14537.58
GDPC1,Real GDP,2003-01-01,14614.141
GDPC1,Real GDP,2003-04-01,14743.567
GDPC1,Real GDP,2003-07-01,14988.782
GDPC1,Real GDP,2003-10-01,15162.76
GDPC1,Real GDP,2004-01-01,15248.68
GDPC1,Real GDP,2004-04-01,15366.85
GDPC1,Real GDP,2004-07-01,15512.619
GDPC1,Real GDP,2004-10-01,15670.88
GDPC1,Real GDP,2005-01-01,15844.727
GDPC1,Real GDP,2005-04-01,15922.782
GDPC1,Real GDP,2005-07-01,16047.587
GDPC1,Real GDP,2005-10-01,16136.734
GDPC1,Real GDP,2006-01-01,16353.835
GDPC1,Real GDP,2006-04-01,16396.151
GDPC1,Real GDP,2006-07-01,16420.738
GDPC1,Real GDP,2006-10-01,16561.866
GDPC1,Real GDP,2007-01-01,16611.69
GDPC1,Real GDP,2007-04-01,16713.314
GDPC1,Real GDP,2007-07-01,16809.587
GDPC1,Real GDP,2007-10-01,16915.191
GDPC1,Real GDP,2008-01-01,16843.003
GDPC1,Real GDP,2008-04-01,16943.291
GDPC1,Real GDP,2008-07-01,16854.295
GDPC1,Real GDP,2008-10-01,16485.35
GDPC1,Real GDP,2009-01-01,16298.262
GDPC1,Real GDP,2009-04-01,16269.145
GDPC1,Real GDP,2009-07-01,16326.281
GDPC1,Real GDP,2009-10-01,16502.754
GDPC1,Real GDP,2010-01-01,16582.71
GDPC1,Real GDP,2010-04-01,16743.162
GDPC1,Real GDP,2010-07-01,16872.266
GDPC1,Real GDP,2010-10-01,16960.864
GDPC1,Real GDP,2011-01-01,16920.632
GDPC1,Real GDP,2011-04-01,17035.114
GDPC1,Real GDP,2011-07-01,17031.313
GDPC1,Real GDP,2011-10-01,17222.583
GDPC1,Real GDP,2012-01-01,17367.01
GDPC1,Real GDP,2012-04-01,17444.525
GDPC1,Real GDP,2012-07-01,17469.65
GDPC1,Real GDP,2012-10-01,17489.852
GDPC1,Real GDP,2013-01-01,17662.4
GDPC1,Real GDP,2013-04-01,17709.671
GDPC1,Real GDP,2013-07-01,17860.45
GDPC1,Real GDP,2013-10-01,18016.147
GDPC1,Real GDP,2014-01-01,17953.974
GDPC1,Real GDP,2014-04-01,18185.911
GDPC1,Real GDP,2014-07-01,18406.941
GDPC1,Real GDP,2014-10-01,18500.031
GDPC1,Real GDP,2015-01-01,18666.621
GDPC1,Real GDP,2015-04-01,18782.243
GDPC1,Real GDP,2015-07-01,18857.418
GDPC1,Real GDP,2015-10-01,18892.206
GDPC1,Real GDP,2016-01-01,19001.69
GDPC1,Real GDP,2016-04-01,19062.709
GDPC1,Real GDP,2016-07-01,19197.938
GDPC1,Real GDP,2016-10-01,19304.352
GDPC1,Real GDP,2017-01-01,19398.343
GDPC1,Real GDP,2017-04-01,19506.949
GDPC1,Real GDP,2017-07-01,19660.766
GDPC1,Real GDP,2017-10-01,19882.352
GDPC1,Real GDP,2018-01-01,20044.077
GDPC1,Real GDP,2018-04-01,20150.476
GDPC1,Real GDP,2018-07-01,20276.154
GDPC1,Real GDP,2018-10-01,20304.874
GDPC1,Real GDP,2019-01-01,20431.641
GDPC1,Real GDP,2019-04-01,20602.275
GDPC1,Real GDP,2019-07-01,20843.322
GDPC1,Real GDP,2019-10-01,20985.448
GDPC1,Real GDP,2020-01-01,20693.238
GDPC1,Real GDP,2020-04-01,19056.617
GDPC1,Real GDP,2020-07-01,20548.793
GDPC1,Real GDP,2020-10-01,20771.691
GDPC1,Real GDP,2021-01-01,21058.379
GDPC1,Real GDP,2021-04-01,21389.005
GDPC1,Real GDP,2021-07-01,21571.421
GDPC1,Real GDP,2021-10-01,21960.388
GDPC1,Real GDP,2022-01-01,21903.85
GDPC1,Real GDP,2022-04-01,21919.222
GDPC1,Real GDP,2022-07-01,22066.784
GDPC1,Real GDP,2022-10-01,22249.459
GDPC1,Real GDP,2023-01-01,22403.435
GDPC1,Real GDP,2023-04-01,22539.418
GDPC1,Real GDP,2023-07-01,22780.933
GDPC1,Real GDP,2023-10-01,22960.6
GDPC1,Real GDP,2024-01-01,23053.545
GDPC1,Real GDP,2024-04-01,23223.906
GDPC1,Real GDP,2024-07-01,23400.294
GDPC1,Real GDP,2024-10-01,23542.349
GDPC1,Real GDP,2025-01-01,23528.047
CSUSHPISA,Case-Shiller Home Price Index,1975-01-01,
CSUSHPISA,Case-Shiller Home Price Index,1975-02-01,
CSUSHPISA,Case-Shiller Home Price Index,1975-03-01,
CSUSHPISA,Case-Shiller Home Price Index,1975-04-01,
CSUSHPISA,Case-Shiller Home Price Index,1975-05-01,
CSUSHPISA,Case-Shiller Home Price Index,1975-06-01,
CSUSHPISA,Case-Shiller Home Price Index,1975-07-01,
CSUSHPISA,Case-Shiller Home Price Index,1975-08-01,
CSUSHPISA,Case-Shiller Home Price Index,1975-09-01,
CSUSHPISA,Case-Shiller Home Price Index,1975-10-01,
CSUSHPISA,Case-Shiller Home Price Index,1975-11-01,
CSUSHPISA,Case-Shiller Home Price Index,1975-12-01,
CSUSHPISA,Case-Shiller Home Price Index,1976-01-01,
CSUSHPISA,Case-Shiller Home Price Index,1976-02-01,
CSUSHPISA,Case-Shiller Home Price Index,1976-03-01,
CSUSHPISA,Case-Shiller Home Price Index,1976-04-01,
CSUSHPISA,Case-Shiller Home Price Index,1976-05-01,
CSUSHPISA,Case-Shiller Home Price Index,1976-06-01,
CSUSHPISA,Case-Shiller Home Price Index,1976-07-01,
CSUSHPISA,Case-Shiller Home Price Index,1976-08-01,
CSUSHPISA,Case-Shiller Home Price Index,1976-09-01,
CSUSHPISA,Case-Shiller Home Price Index,1976-10-01,
CSUSHPISA,Case-Shiller Home Price Index,1976-11-01,
CSUSHPISA,Case-Shiller Home Price Index,1976-12-01,
CSUSHPISA,Case-Shiller Home Price Index,1977-01-01,
CSUSHPISA,Case-Shiller Home Price Index,1977-02-01,
CSUSHPISA,Case-Shiller Home Price Index,1977-03-01,
CSUSHPISA,Case-Shiller Home Price Index,1977-04-01,
CSUSHPISA,Case-Shiller Home Price Index,1977-05-01,
CSUSHPISA,Case-Shiller Home Price Index,1977-06-01,
CSUSHPISA,Case-Shiller Home Price Index,1977-07-01,
CSUSHPISA,Case-Shiller Home Price Index,1977-08-01,
CSUSHPISA,Case-Shiller Home Price Index,1977-09-01,
CSUSHPISA,Case-Shiller Home Price Index,1977-10-01,
CSUSHPISA,Case-Shiller Home Price Index,1977-11-01,
CSUSHPISA,Case-Shiller Home Price Index,1977-12-01,
CSUSHPISA,Case-Shiller Home Price Index,1978-01-01,
CSUSHPISA,Case-Shiller Home Price Index,1978-02-01,
CSUSHPISA,Case-Shiller Home Price Index,1978-03-01,
CSUSHPISA,Case-Shiller Home Price Index,1978-04-01,
CSUSHPISA,Case-Shiller Home Price Index,1978-05-01,
CSUSHPISA,Case-Shiller Home Price Index,1978-06-01,
CSUSHPISA,Case-Shiller Home Price Index,1978-07-01,
CSUSHPISA,Case-Shiller Home Price Index,1978-08-01,
CSUSHPISA,Case-Shiller Home Price Index,1978-09-01,
CSUSHPISA,Case-Shiller Home Price Index,1978-10-01,
CSUSHPISA,Case-Shiller Home Price Index,1978-11-01,
CSUSHPISA,Case-Shiller Home Price Index,1978-12-01,
CSUSHPISA,Case-Shiller Home Price Index,1979-01-01,
CSUSHPISA,Case-Shiller Home Price Index,1979-02-01,
CSUSHPISA,Case-Shiller Home Price Index,1979-03-01,
CSUSHPISA,Case-Shiller Home Price Index,1979-04-01,
CSUSHPISA,Case-Shiller Home Price Index,1979-05-01,
CSUSHPISA,Case-Shiller Home Price Index,1979-06-01,
CSUSHPISA,Case-Shiller Home Price Index,1979-07-01,
CSUSHPISA,Case-Shiller Home Price Index,1979-08-01,
CSUSHPISA,Case-Shiller Home Price Index,1979-09-01,
CSUSHPISA,Case-Shiller Home Price Index,1979-10-01,
CSUSHPISA,Case-Shiller Home Price Index,1979-11-01,
CSUSHPISA,Case-Shiller Home Price Index,1979-12-01,
CSUSHPISA,Case-Shiller Home Price Index,1980-01-01,
CSUSHPISA,Case-Shiller Home Price Index,1980-02-01,
CSUSHPISA,Case-Shiller Home Price Index,1980-03-01,
CSUSHPISA,Case-Shiller Home Price Index,1980-04-01,
CSUSHPISA,Case-Shiller Home Price Index,1980-05-01,
CSUSHPISA,Case-Shiller Home Price Index,1980-06-01,
CSUSHPISA,Case-Shiller Home Price Index,1980-07-01,
CSUSHPISA,Case-Shiller Home Price Index,1980-08-01,
CSUSHPISA,Case-Shiller Home Price Index,1980-09-01,
CSUSHPISA,Case-Shiller Home Price Index,1980-10-01,
CSUSHPISA,Case-Shiller Home Price Index,1980-11-01,
CSUSHPISA,Case-Shiller Home Price Index,1980-12-01,
CSUSHPISA,Case-Shiller Home Price Index,1981-01-01,
CSUSHPISA,Case-Shiller Home Price Index,1981-02-01,
CSUSHPISA,Case-Shiller Home Price Index,1981-03-01,
CSUSHPISA,Case-Shiller Home Price Index,1981-04-01,
CSUSHPISA,Case-Shiller Home Price Index,1981-05-01,
CSUSHPISA,Case-Shiller Home Price Index,1981-06-01,
CSUSHPISA,Case-Shiller Home Price Index,1981-07-01,
CSUSHPISA,Case-Shiller Home Price Index,1981-08-01,
CSUSHPISA,Case-Shiller Home Price Index,1981-09-01,
CSUSHPISA,Case-Shiller Home Price Index,1981-10-01,
CSUSHPISA,Case-Shiller Home Price Index,1981-11-01,
CSUSHPISA,Case-Shiller Home Price Index,1981-12-01,
CSUSHPISA,Case-Shiller Home Price Index,1982-01-01,
CSUSHPISA,Case-Shiller Home Price Index,1982-02-01,
CSUSHPISA,Case-Shiller Home Price Index,1982-03-01,
CSUSHPISA,Case-Shiller Home Price Index,1982-04-01,
CSUSHPISA,Case-Shiller Home Price Index,1982-05-01,
CSUSHPISA,Case-Shiller Home Price Index,1982-06-01,
CSUSHPISA,Case-Shiller Home Price Index,1982-07-01,
CSUSHPISA,Case-Shiller Home Price Index,1982-08-01,
